JOB ID,job_202102081239_0571
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,BGRAP
GRAPH,RoadCanada.vertex
VERTICES,1965206
REAL EDGES,5533214
VIRTUAL EDGES,5533214
PARITIONS,8
REAL LOADS,693797_693722_695159_687217_689969_695277_687233_690840_
VIRTUAL LOADS,693797_693722_695159_687217_689969_695277_687233_690840_
VIRTUAL COUNTS,246270_246557_246241_244360_246262_246279_244253_244984_
REAL KLU,4.8408283E-6
VIRTUAL KLU,4.8408283E-6
VIRTUAL COUNT KLU,3.1829984E-6
REAL AVGD KLU,2.7141455E-6
VIRTUAL AVGD KLU,2.7141455E-6

REAL E MAXNORMLOAD,1.005
REAL E MAXMINLOAD,1.012
REAL EB JSD,0.000004
REAL E KLU,0.000005
REAL V MAXNORMLOAD,1.004
REAL V MAXMINLOAD,1.009
REAL VB JSD,0.000002
REAL V KLU,0.000003
REAL AVGD MAXNORM,1.003
REAL AVGD MAXMIN,1.008
REAL AVGDB JSD,0.000001
REAL AVGD KLU,0.000003
REAL EC PCT,0.459
REAL COMMVOL PCT,0.425
REAL LOCE PCT,0.541
REAL EC,2541836
REAL COMMVOL,2349425
REAL LOCE,2991378
REAL COMMVOL NORMF,5533205
REAL SCORE,3346378.8640183453
VIRTUAL E MAXNORM LOAD,1.005
VIRTUAL E MAXMIN LOAD,1.012
VIRTUAL ED JSD,0.000004
VIRTUAL E KLU,0.000005
VIRTUAL V MAXNORM LOAD,1.004
VIRTUAL V MAXMIN LOAD,1.009
VIRTUAL VB JSD,0.000002
VIRTUAL V KLU,0.000003
VIRTUAL AVGD MAXNORM,1.003
VIRTUAL AVGD MAXMIN,1.008
VIRTUAL AVGDB JSD,0.000001
VIRTUAL AVGD KLU,0.000003
VIRTUAL EC PCT,0.459
VIRTUAL COMMVOL PCT,0.425
VIRTUAL LOCE PCT,0.541
VIRTUAL EC,2541836
VIRTUAL COMMVOL,2349425
VIRTUAL LOCE,2991378
VIRTUAL COMMVOL NORMF,5533205

SAMPLING START,2
SAMPLING END,2
SAMPLING CYCLES,0
SAMPLING EXTRA,0
LP START,3
LP END,62
LP CYCLES,30
TOT MIGRATIONS,4112128

INITIAL MESSAGES,5533214
SAMPLING MESSAGES,5533214
LP MESSAGES,12135505
SHUTDOWN MESSAGES,150090
TOTAL MESSAGES,23352023

INPUT TIME (not included in total),3449
INITIALIZE TIME,2213
SETUP TIME,14
Initializing algorithm time,1023
LP time,30164
Avg. LP cycle time,1005
Sampling time,0
Avg. Sampling cycle time,0.0
TOTAL TIME,31187
OUT DEGREE THRESHOLD,2147483647
BETA,0.0
SIGMA,0.0
TAU,0
SAMPLING_ERROR,false
