JOB ID,job_202102081239_0576
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,BGRAP
GRAPH,RoadCanada.vertex
VERTICES,1965206
REAL EDGES,5533214
VIRTUAL EDGES,5533214
PARITIONS,16
REAL LOADS,346775_347174_344282_343401_345354_344716_347243_348415_345095_344670_344598_346898_347144_347396_346321_343732_
VIRTUAL LOADS,346775_347174_344282_343401_345354_344716_347243_348415_345095_344670_344598_346898_347144_347396_346321_343732_
VIRTUAL COUNTS,122943_123421_122379_122078_122807_122765_123179_123570_122589_122449_122403_122997_123264_123180_122974_122208_
REAL KLU,3.2522537E-6
VIRTUAL KLU,3.2522537E-6
VIRTUAL COUNT KLU,2.1942237E-6
REAL AVGD KLU,7.783903E-7
VIRTUAL AVGD KLU,7.783903E-7

REAL E MAXNORMLOAD,1.007
REAL E MAXMINLOAD,1.015
REAL EB JSD,0.000003
REAL E KLU,0.000003
REAL V MAXNORMLOAD,1.006
REAL V MAXMINLOAD,1.012
REAL VB JSD,0.000002
REAL V KLU,0.000002
REAL AVGD MAXNORM,1.002
REAL AVGD MAXMIN,1.005
REAL AVGDB JSD,0.000000
REAL AVGD KLU,0.000001
REAL EC PCT,0.610
REAL COMMVOL PCT,0.583
REAL LOCE PCT,0.390
REAL EC,3373349
REAL COMMVOL,3228193
REAL LOCE,2159865
REAL COMMVOL NORMF,5533214
REAL SCORE,3017561.1246940177
VIRTUAL E MAXNORM LOAD,1.007
VIRTUAL E MAXMIN LOAD,1.015
VIRTUAL ED JSD,0.000003
VIRTUAL E KLU,0.000003
VIRTUAL V MAXNORM LOAD,1.006
VIRTUAL V MAXMIN LOAD,1.012
VIRTUAL VB JSD,0.000002
VIRTUAL V KLU,0.000002
VIRTUAL AVGD MAXNORM,1.002
VIRTUAL AVGD MAXMIN,1.005
VIRTUAL AVGDB JSD,0.000000
VIRTUAL AVGD KLU,0.000001
VIRTUAL EC PCT,0.610
VIRTUAL COMMVOL PCT,0.583
VIRTUAL LOCE PCT,0.390
VIRTUAL EC,3373349
VIRTUAL COMMVOL,3228193
VIRTUAL LOCE,2159865
VIRTUAL COMMVOL NORMF,5533214

SAMPLING START,2
SAMPLING END,2
SAMPLING CYCLES,0
SAMPLING EXTRA,0
LP START,3
LP END,44
LP CYCLES,21
TOT MIGRATIONS,2794330

INITIAL MESSAGES,5533214
SAMPLING MESSAGES,5533214
LP MESSAGES,8095754
SHUTDOWN MESSAGES,16887
TOTAL MESSAGES,19179069

INPUT TIME (not included in total),3392
INITIALIZE TIME,2229
SETUP TIME,16
Initializing algorithm time,1011
LP time,33206
Avg. LP cycle time,1581
Sampling time,0
Avg. Sampling cycle time,0.0
TOTAL TIME,34217
OUT DEGREE THRESHOLD,2147483647
BETA,0.0
SIGMA,0.0
TAU,0
SAMPLING_ERROR,false
