JOB ID,job_202102081239_0680
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,InitializeSampleGD
GRAPH,RoadCanada.vertex
VERTICES,1965206
REAL EDGES,5533214
VIRTUAL EDGES,5533214
PARITIONS,8
REAL LOADS,700428_688304_692669_691608_690880_686663_692485_690177_
VIRTUAL LOADS,700428_688304_692669_691608_690880_686663_692485_690177_
VIRTUAL COUNTS,246595_244865_245940_246229_245658_244685_245959_245275_
REAL KLU,7.374496E-6
VIRTUAL KLU,7.374496E-6
VIRTUAL COUNT KLU,1.542279E-6
REAL AVGD KLU,6.160741E-6
VIRTUAL AVGD KLU,6.160741E-6

REAL E MAXNORMLOAD,1.013
REAL E MAXMINLOAD,1.020
REAL EB JSD,0.000006
REAL E KLU,0.000007
REAL V MAXNORMLOAD,1.004
REAL V MAXMINLOAD,1.008
REAL VB JSD,0.000001
REAL V KLU,0.000002
REAL AVGD MAXNORM,1.009
REAL AVGD MAXMIN,1.012
REAL AVGDB JSD,0.000002
REAL AVGD KLU,0.000006
REAL EC PCT,0.483
REAL COMMVOL PCT,0.433
REAL LOCE PCT,0.517
REAL EC,2672827
REAL COMMVOL,2393313
REAL LOCE,2860387
REAL COMMVOL NORMF,5533205
REAL SCORE,3293606.456328723
VIRTUAL E MAXNORM LOAD,1.013
VIRTUAL E MAXMIN LOAD,1.020
VIRTUAL ED JSD,0.000006
VIRTUAL E KLU,0.000007
VIRTUAL V MAXNORM LOAD,1.004
VIRTUAL V MAXMIN LOAD,1.008
VIRTUAL VB JSD,0.000001
VIRTUAL V KLU,0.000002
VIRTUAL AVGD MAXNORM,1.009
VIRTUAL AVGD MAXMIN,1.012
VIRTUAL AVGDB JSD,0.000002
VIRTUAL AVGD KLU,0.000006
VIRTUAL EC PCT,0.483
VIRTUAL COMMVOL PCT,0.433
VIRTUAL LOCE PCT,0.517
VIRTUAL EC,2672827
VIRTUAL COMMVOL,2393313
VIRTUAL LOCE,2860387
VIRTUAL COMMVOL NORMF,5533205

SAMPLING START,2
SAMPLING END,25
SAMPLING CYCLES,7
SAMPLING EXTRA,1
LP START,26
LP END,77
LP CYCLES,26
TOT MIGRATIONS,3458050

INITIAL MESSAGES,5533214
SAMPLING MESSAGES,13481046
LP MESSAGES,11377001
SHUTDOWN MESSAGES,112132
TOTAL MESSAGES,30503393

INPUT TIME (not included in total),3266
INITIALIZE TIME,2249
SETUP TIME,18
Initializing algorithm time,2280
LP time,26199
Avg. LP cycle time,1007
Sampling time,3279
Avg. Sampling cycle time,468.42856
TOTAL TIME,31758
OUT DEGREE THRESHOLD,0
BETA,0.2
SIGMA,0.02
TAU,0
SAMPLING_ERROR,false
