JOB ID,job_202102081239_0646
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,InitializeSampleGD
GRAPH,RoadCanada.vertex
VERTICES,1965206
REAL EDGES,5533214
VIRTUAL EDGES,5533214
PARITIONS,16
REAL LOADS,345726_347458_346411_344114_345587_344625_346546_347526_343681_346294_345079_347483_344357_345770_345921_346636_
VIRTUAL LOADS,345726_347458_346411_344114_345587_344625_346546_347526_343681_346294_345079_347483_344357_345770_345921_346636_
VIRTUAL COUNTS,122551_123319_123187_122342_122561_122396_123271_123159_122296_123096_122623_123337_122357_122826_122724_123161_
REAL KLU,2.0553985E-6
VIRTUAL KLU,2.0553985E-6
VIRTUAL COUNT KLU,1.6780443E-6
REAL AVGD KLU,7.117779E-7
VIRTUAL AVGD KLU,7.117779E-7

REAL E MAXNORMLOAD,1.005
REAL E MAXMINLOAD,1.011
REAL EB JSD,0.000002
REAL E KLU,0.000002
REAL V MAXNORMLOAD,1.004
REAL V MAXMINLOAD,1.009
REAL VB JSD,0.000002
REAL V KLU,0.000002
REAL AVGD MAXNORM,1.002
REAL AVGD MAXMIN,1.004
REAL AVGDB JSD,0.000000
REAL AVGD KLU,0.000001
REAL EC PCT,0.614
REAL COMMVOL PCT,0.572
REAL LOCE PCT,0.386
REAL EC,3396091
REAL COMMVOL,3162734
REAL LOCE,2137123
REAL COMMVOL NORMF,5533214
REAL SCORE,3005931.6217177315
VIRTUAL E MAXNORM LOAD,1.005
VIRTUAL E MAXMIN LOAD,1.011
VIRTUAL ED JSD,0.000002
VIRTUAL E KLU,0.000002
VIRTUAL V MAXNORM LOAD,1.004
VIRTUAL V MAXMIN LOAD,1.009
VIRTUAL VB JSD,0.000002
VIRTUAL V KLU,0.000002
VIRTUAL AVGD MAXNORM,1.002
VIRTUAL AVGD MAXMIN,1.004
VIRTUAL AVGDB JSD,0.000000
VIRTUAL AVGD KLU,0.000001
VIRTUAL EC PCT,0.614
VIRTUAL COMMVOL PCT,0.572
VIRTUAL LOCE PCT,0.386
VIRTUAL EC,3396091
VIRTUAL COMMVOL,3162734
VIRTUAL LOCE,2137123
VIRTUAL COMMVOL NORMF,5533214

SAMPLING START,2
SAMPLING END,25
SAMPLING CYCLES,7
SAMPLING EXTRA,1
LP START,26
LP END,65
LP CYCLES,20
TOT MIGRATIONS,2690344

INITIAL MESSAGES,5533214
SAMPLING MESSAGES,12891786
LP MESSAGES,8691140
SHUTDOWN MESSAGES,17324
TOTAL MESSAGES,27133464

INPUT TIME (not included in total),3335
INITIALIZE TIME,2260
SETUP TIME,14
Initializing algorithm time,2374
LP time,32055
Avg. LP cycle time,1602
Sampling time,3564
Avg. Sampling cycle time,509.14285
TOTAL TIME,37993
OUT DEGREE THRESHOLD,0
BETA,0.15
SIGMA,0.015
TAU,0
SAMPLING_ERROR,false
