JOB ID,job_202102081239_1190
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,InitializeSampleHD
GRAPH,RoadCanada.vertex
VERTICES,1965206
REAL EDGES,5533214
VIRTUAL EDGES,5533214
PARITIONS,4
REAL LOADS,1385501_1377546_1385139_1385028_
VIRTUAL LOADS,1385501_1377546_1385139_1385028_
VIRTUAL COUNTS,492037_489291_491907_491971_
REAL KLU,2.0903865E-6
VIRTUAL KLU,2.0903865E-6
VIRTUAL COUNT KLU,2.0182729E-6
REAL AVGD KLU,4.4524775E-9
VIRTUAL AVGD KLU,4.4524775E-9

REAL E MAXNORMLOAD,1.002
REAL E MAXMINLOAD,1.006
REAL EB JSD,0.000001
REAL E KLU,0.000002
REAL V MAXNORMLOAD,1.001
REAL V MAXMINLOAD,1.006
REAL VB JSD,0.000001
REAL V KLU,0.000002
REAL AVGD MAXNORM,1.000
REAL AVGD MAXMIN,1.000
REAL AVGDB JSD,0.000000
REAL AVGD KLU,0.000000
REAL EC PCT,0.422
REAL COMMVOL PCT,0.353
REAL LOCE PCT,0.578
REAL EC,2334521
REAL COMMVOL,1946477
REAL LOCE,3198693
REAL COMMVOL NORMF,5516959
REAL SCORE,3333437.023449305
VIRTUAL E MAXNORM LOAD,1.002
VIRTUAL E MAXMIN LOAD,1.006
VIRTUAL ED JSD,0.000001
VIRTUAL E KLU,0.000002
VIRTUAL V MAXNORM LOAD,1.001
VIRTUAL V MAXMIN LOAD,1.006
VIRTUAL VB JSD,0.000001
VIRTUAL V KLU,0.000002
VIRTUAL AVGD MAXNORM,1.000
VIRTUAL AVGD MAXMIN,1.000
VIRTUAL AVGDB JSD,0.000000
VIRTUAL AVGD KLU,0.000000
VIRTUAL EC PCT,0.422
VIRTUAL COMMVOL PCT,0.353
VIRTUAL LOCE PCT,0.578
VIRTUAL EC,2334521
VIRTUAL COMMVOL,1946477
VIRTUAL LOCE,3198693
VIRTUAL COMMVOL NORMF,5516959

SAMPLING START,2
SAMPLING END,16
SAMPLING CYCLES,4
SAMPLING EXTRA,1
LP START,17
LP END,62
LP CYCLES,23
TOT MIGRATIONS,3480101

INITIAL MESSAGES,5533214
SAMPLING MESSAGES,12538129
LP MESSAGES,10789073
SHUTDOWN MESSAGES,154019
TOTAL MESSAGES,29014435

INPUT TIME (not included in total),3258
INITIALIZE TIME,2236
SETUP TIME,16
Initializing algorithm time,2371
LP time,16751
Avg. LP cycle time,728
Sampling time,2325
Avg. Sampling cycle time,581.25
TOTAL TIME,21447
OUT DEGREE THRESHOLD,0
BETA,0.1
SIGMA,0.01
TAU,15
SAMPLING_ERROR,false
