JOB ID,job_202102081239_0590
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,BGRAP
GRAPH,Youtube.vertex
VERTICES,1134890
REAL EDGES,2987624
VIRTUAL EDGES,5975248
PARITIONS,8
REAL LOADS,341766_628281_599201_156690_256738_289787_491115_224046_
VIRTUAL LOADS,702588_1191427_1025240_395346_572532_638996_976266_472853_
VIRTUAL COUNTS,146838_148146_148165_135690_139762_138850_147428_130011_
REAL KLU,0.047333773
VIRTUAL KLU,0.030579204
VIRTUAL COUNT KLU,4.926824E-4
REAL AVGD KLU,0.083904676
VIRTUAL AVGD KLU,0.051451363

REAL E MAXNORMLOAD,1.682
REAL E MAXMINLOAD,4.010
REAL EB JSD,0.035885
REAL E KLU,0.047334
REAL V MAXNORMLOAD,1.044
REAL V MAXMINLOAD,1.140
REAL VB JSD,0.000371
REAL V KLU,0.000493
REAL AVGD MAXNORM,1.611
REAL AVGD MAXMIN,3.673
REAL AVGDB JSD,0.030513
REAL AVGD KLU,0.083905
REAL EC PCT,0.384
REAL COMMVOL PCT,0.353
REAL LOCE PCT,0.616
REAL EC,1145782
REAL COMMVOL,397968
REAL LOCE,1841842
REAL COMMVOL NORMF,1126986
REAL SCORE,1804446.1409447524
VIRTUAL E MAXNORM LOAD,1.595
VIRTUAL E MAXMIN LOAD,3.014
VIRTUAL ED JSD,0.023078
VIRTUAL E KLU,0.030579
VIRTUAL V MAXNORM LOAD,1.044
VIRTUAL V MAXMIN LOAD,1.140
VIRTUAL VB JSD,0.000371
VIRTUAL V KLU,0.000493
VIRTUAL AVGD MAXNORM,1.527
VIRTUAL AVGD MAXMIN,2.760
VIRTUAL AVGDB JSD,0.018612
VIRTUAL AVGD KLU,0.051451
VIRTUAL EC PCT,0.383
VIRTUAL COMMVOL PCT,0.401
VIRTUAL LOCE PCT,0.617
VIRTUAL EC,2291355
VIRTUAL COMMVOL,1162432
VIRTUAL LOCE,3683893
VIRTUAL COMMVOL NORMF,2898284

SAMPLING START,2
SAMPLING END,2
SAMPLING CYCLES,0
SAMPLING EXTRA,0
LP START,3
LP END,52
LP CYCLES,25
TOT MIGRATIONS,2199151

INITIAL MESSAGES,2987624
SAMPLING MESSAGES,5975248
LP MESSAGES,14610370
SHUTDOWN MESSAGES,91487
TOTAL MESSAGES,23664729

INPUT TIME (not included in total),3002
INITIALIZE TIME,2238
SETUP TIME,16
Initializing algorithm time,557
LP time,17473
Avg. LP cycle time,698
Sampling time,0
Avg. Sampling cycle time,0.0
TOTAL TIME,18030
OUT DEGREE THRESHOLD,2147483647
BETA,0.0
SIGMA,0.0
TAU,0
SAMPLING_ERROR,false
