JOB ID,job_202102081239_0814
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,InitializeSampleGD
GRAPH,Youtube.vertex
VERTICES,1134890
REAL EDGES,2987624
VIRTUAL EDGES,5975248
PARITIONS,8
REAL LOADS,674813_394111_236170_222290_223944_630622_233401_372273_
VIRTUAL LOADS,1239150_793149_499368_507381_496008_1181232_499846_759114_
VIRTUAL COUNTS,148670_147405_136193_137199_136211_148664_136548_144000_
REAL KLU,0.048595257
VIRTUAL KLU,0.034420006
VIRTUAL COUNT KLU,3.607906E-4
REAL AVGD KLU,0.08573851
VIRTUAL AVGD KLU,0.058495827

REAL E MAXNORMLOAD,1.807
REAL E MAXMINLOAD,3.036
REAL EB JSD,0.035665
REAL E KLU,0.048595
REAL V MAXNORMLOAD,1.048
REAL V MAXMINLOAD,1.092
REAL VB JSD,0.000270
REAL V KLU,0.000361
REAL AVGD MAXNORM,1.724
REAL AVGD MAXMIN,2.802
REAL AVGDB JSD,0.030184
REAL AVGD KLU,0.085739
REAL EC PCT,0.412
REAL COMMVOL PCT,0.359
REAL LOCE PCT,0.588
REAL EC,1232084
REAL COMMVOL,404752
REAL LOCE,1755540
REAL COMMVOL NORMF,1126986
REAL SCORE,1881970.285004951
VIRTUAL E MAXNORM LOAD,1.659
VIRTUAL E MAXMIN LOAD,2.498
VIRTUAL ED JSD,0.025306
VIRTUAL E KLU,0.034420
VIRTUAL V MAXNORM LOAD,1.048
VIRTUAL V MAXMIN LOAD,1.092
VIRTUAL VB JSD,0.000270
VIRTUAL V KLU,0.000361
VIRTUAL AVGD MAXNORM,1.583
VIRTUAL AVGD MAXMIN,2.289
VIRTUAL AVGDB JSD,0.020637
VIRTUAL AVGD KLU,0.058496
VIRTUAL EC PCT,0.412
VIRTUAL COMMVOL PCT,0.403
VIRTUAL LOCE PCT,0.588
VIRTUAL EC,2462919
VIRTUAL COMMVOL,1167612
VIRTUAL LOCE,3512329
VIRTUAL COMMVOL NORMF,2898284

SAMPLING START,2
SAMPLING END,22
SAMPLING CYCLES,6
SAMPLING EXTRA,1
LP START,23
LP END,66
LP CYCLES,22
TOT MIGRATIONS,1868103

INITIAL MESSAGES,2987624
SAMPLING MESSAGES,16667236
LP MESSAGES,15202311
SHUTDOWN MESSAGES,57949
TOTAL MESSAGES,34915120

INPUT TIME (not included in total),2765
INITIALIZE TIME,2237
SETUP TIME,15
Initializing algorithm time,2007
LP time,15511
Avg. LP cycle time,705
Sampling time,2881
Avg. Sampling cycle time,480.16666
TOTAL TIME,20399
OUT DEGREE THRESHOLD,0
BETA,0.15
SIGMA,0.02
TAU,0
SAMPLING_ERROR,false
