JOB ID,job_202102081239_0573
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,BGRAP
GRAPH,RoadCanada.vertex
VERTICES,1965206
REAL EDGES,5533214
VIRTUAL EDGES,5533214
PARITIONS,8
REAL LOADS,689328_692151_691470_690325_691843_695232_693258_689607_
VIRTUAL LOADS,689328_692151_691470_690325_691843_695232_693258_689607_
VIRTUAL COUNTS,245070_245966_245703_244969_245821_246133_246535_245009_
REAL KLU,1.6992262E-6
VIRTUAL KLU,1.6992262E-6
VIRTUAL COUNT KLU,1.1751523E-6
REAL AVGD KLU,9.0382747E-7
VIRTUAL AVGD KLU,9.0382747E-7

REAL E MAXNORMLOAD,1.005
REAL E MAXMINLOAD,1.009
REAL EB JSD,0.000001
REAL E KLU,0.000002
REAL V MAXNORMLOAD,1.004
REAL V MAXMINLOAD,1.006
REAL VB JSD,0.000001
REAL V KLU,0.000001
REAL AVGD MAXNORM,1.003
REAL AVGD MAXMIN,1.004
REAL AVGDB JSD,0.000000
REAL AVGD KLU,0.000001
REAL EC PCT,0.464
REAL COMMVOL PCT,0.428
REAL LOCE PCT,0.536
REAL EC,2566253
REAL COMMVOL,2368675
REAL LOCE,2966961
REAL COMMVOL NORMF,5533205
REAL SCORE,3330803.9654780487
VIRTUAL E MAXNORM LOAD,1.005
VIRTUAL E MAXMIN LOAD,1.009
VIRTUAL ED JSD,0.000001
VIRTUAL E KLU,0.000002
VIRTUAL V MAXNORM LOAD,1.004
VIRTUAL V MAXMIN LOAD,1.006
VIRTUAL VB JSD,0.000001
VIRTUAL V KLU,0.000001
VIRTUAL AVGD MAXNORM,1.003
VIRTUAL AVGD MAXMIN,1.004
VIRTUAL AVGDB JSD,0.000000
VIRTUAL AVGD KLU,0.000001
VIRTUAL EC PCT,0.464
VIRTUAL COMMVOL PCT,0.428
VIRTUAL LOCE PCT,0.536
VIRTUAL EC,2566253
VIRTUAL COMMVOL,2368675
VIRTUAL LOCE,2966961
VIRTUAL COMMVOL NORMF,5533205

SAMPLING START,2
SAMPLING END,2
SAMPLING CYCLES,0
SAMPLING EXTRA,0
LP START,3
LP END,58
LP CYCLES,28
TOT MIGRATIONS,4022425

INITIAL MESSAGES,5533214
SAMPLING MESSAGES,5533214
LP MESSAGES,11882140
SHUTDOWN MESSAGES,170792
TOTAL MESSAGES,23119360

INPUT TIME (not included in total),3456
INITIALIZE TIME,2204
SETUP TIME,14
Initializing algorithm time,757
LP time,28444
Avg. LP cycle time,1015
Sampling time,0
Avg. Sampling cycle time,0.0
TOTAL TIME,29201
OUT DEGREE THRESHOLD,2147483647
BETA,0.0
SIGMA,0.0
TAU,0
SAMPLING_ERROR,false
