JOB ID,job_202102241051_0347
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,InitializeSampleCC
GRAPH,Youtube.vertex
VERTICES,1134890
REAL EDGES,2987624
VIRTUAL EDGES,5975248
PARITIONS,4
REAL LOADS,806475_413223_1045630_722296_
VIRTUAL LOADS,1621574_929683_1964603_1459388_
VIRTUAL COUNTS,296372_260913_297153_280452_
REAL KLU,0.034976374
VIRTUAL KLU,0.023707135
VIRTUAL COUNT KLU,9.866332E-4
REAL AVGD KLU,0.03654885
VIRTUAL AVGD KLU,0.022689274

REAL E MAXNORMLOAD,1.400
REAL E MAXMINLOAD,2.530
REAL EB JSD,0.018115
REAL E KLU,0.034976
REAL V MAXNORMLOAD,1.047
REAL V MAXMINLOAD,1.139
REAL VB JSD,0.000496
REAL V KLU,0.000987
REAL AVGD MAXNORM,1.337
REAL AVGD MAXMIN,2.222
REAL AVGDB JSD,0.013550
REAL AVGD KLU,0.036549
REAL EC PCT,0.330
REAL COMMVOL PCT,0.297
REAL LOCE PCT,0.670
REAL EC,985869
REAL COMMVOL,253083
REAL LOCE,2001755
REAL COMMVOL NORMF,850988
REAL SCORE,1931834.3632605814
VIRTUAL E MAXNORM LOAD,1.315
VIRTUAL E MAXMIN LOAD,2.113
VIRTUAL ED JSD,0.012221
VIRTUAL E KLU,0.023707
VIRTUAL V MAXNORM LOAD,1.047
VIRTUAL V MAXMIN LOAD,1.139
VIRTUAL VB JSD,0.000496
VIRTUAL V KLU,0.000987
VIRTUAL AVGD MAXNORM,1.256
VIRTUAL AVGD MAXMIN,1.855
VIRTUAL AVGDB JSD,0.008373
VIRTUAL AVGD KLU,0.022689
VIRTUAL EC PCT,0.329
VIRTUAL COMMVOL PCT,0.346
VIRTUAL LOCE PCT,0.671
VIRTUAL EC,1967030
VIRTUAL COMMVOL,787552
VIRTUAL LOCE,4008218
VIRTUAL COMMVOL NORMF,2274609

SAMPLING START,2
SAMPLING END,26
SAMPLING CYCLES,7
SAMPLING EXTRA,1
LP START,27
LP END,64
LP CYCLES,19
TOT MIGRATIONS,1719316

INITIAL MESSAGES,2987624
SAMPLING MESSAGES,24296819
LP MESSAGES,14827280
SHUTDOWN MESSAGES,49843
TOTAL MESSAGES,42161566

INPUT TIME (not included in total),2725
INITIALIZE TIME,2208
SETUP TIME,17
Initializing algorithm time,68765
LP time,10512
Avg. LP cycle time,553
Sampling time,10461
Avg. Sampling cycle time,1494.4286
TOTAL TIME,89738
OUT DEGREE THRESHOLD,0
BETA,0.15
SIGMA,0.01
TAU,15
SAMPLING_ERROR,false
