JOB ID,job_202102250107_0091
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,InitializeSampleCC
GRAPH,RoadItaly.vertex
VERTICES,6686493
REAL EDGES,7013978
VIRTUAL EDGES,14027956
PARITIONS,8
REAL LOADS,876855_874651_876502_877364_879093_878225_875928_875360_
VIRTUAL LOADS,1754130_1750494_1753058_1754718_1756926_1754603_1752680_1751347_
VIRTUAL COUNTS,836192_836094_835139_835638_836553_836063_835533_835281_
REAL KLU,5.914701E-7
VIRTUAL KLU,2.8711924E-7
VIRTUAL COUNT KLU,7.2238414E-8
REAL AVGD KLU,9.3949444E-7
VIRTUAL AVGD KLU,4.346312E-7

REAL E MAXNORMLOAD,1.003
REAL E MAXMINLOAD,1.005
REAL EB JSD,0.000000
REAL E KLU,0.000001
REAL V MAXNORMLOAD,1.001
REAL V MAXMINLOAD,1.002
REAL VB JSD,0.000000
REAL V KLU,0.000000
REAL AVGD MAXNORM,1.002
REAL AVGD MAXMIN,1.005
REAL AVGDB JSD,0.000000
REAL AVGD KLU,0.000001
REAL EC PCT,0.416
REAL COMMVOL PCT,0.387
REAL LOCE PCT,0.584
REAL EC,2915015
REAL COMMVOL,2713408
REAL LOCE,4098963
REAL COMMVOL NORMF,7013978
REAL SCORE,1.1891995524226941E7
VIRTUAL E MAXNORM LOAD,1.002
VIRTUAL E MAXMIN LOAD,1.004
VIRTUAL ED JSD,0.000000
VIRTUAL E KLU,0.000000
VIRTUAL V MAXNORM LOAD,1.001
VIRTUAL V MAXMIN LOAD,1.002
VIRTUAL VB JSD,0.000000
VIRTUAL V KLU,0.000000
VIRTUAL AVGD MAXNORM,1.001
VIRTUAL AVGD MAXMIN,1.003
VIRTUAL AVGDB JSD,0.000000
VIRTUAL AVGD KLU,0.000000
VIRTUAL EC PCT,0.427
VIRTUAL COMMVOL PCT,0.398
VIRTUAL LOCE PCT,0.573
VIRTUAL EC,5983586
VIRTUAL COMMVOL,5581100
VIRTUAL LOCE,8044370
VIRTUAL COMMVOL NORMF,14027955

SAMPLING START,2
SAMPLING END,32
SAMPLING CYCLES,9
SAMPLING EXTRA,1
LP START,33
LP END,156
LP CYCLES,62
TOT MIGRATIONS,20338189

INITIAL MESSAGES,7013978
SAMPLING MESSAGES,46595970
LP MESSAGES,45472157
SHUTDOWN MESSAGES,254721
TOTAL MESSAGES,99336826

INPUT TIME (not included in total),4737
INITIALIZE TIME,2195
SETUP TIME,17
Initializing algorithm time,3557
LP time,199213
Avg. LP cycle time,3213
Sampling time,13584
Avg. Sampling cycle time,1509.3334
TOTAL TIME,216354
OUT DEGREE THRESHOLD,0
BETA,0.15
SIGMA,0.01
TAU,5
SAMPLING_ERROR,false
