JOB ID,job_202101261615_0143
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,1
ALGORITHM,InitializeSampleGD
GRAPH,testfile.txt
VERTICES,3783
REAL EDGES,24186
VIRTUAL EDGES,28248
PARITIONS,8
REAL LOADS,3117_3014_3101_2840_3110_2831_3004_3169_
VIRTUAL LOADS,3491_3443_3534_3332_3666_3473_3810_3499_
VIRTUAL COUNTS,484_527_648_364_487_371_482_420_
REAL KLU,3.8002298E-4
VIRTUAL KLU,3.5693782E-4
VIRTUAL COUNT KLU,0.0077547063
REAL AVGD KLU,0.011373124
VIRTUAL AVGD KLU,0.013024744

REAL E MAXNORMLOAD,1.048
REAL E MAXMINLOAD,1.119
REAL EB JSD,0.000286
REAL E KLU,0.000380
REAL V MAXNORMLOAD,1.370
REAL V MAXMINLOAD,1.780
REAL VB JSD,0.005768
REAL V KLU,0.007755
REAL AVGD MAXNORM,1.220
REAL AVGD MAXMIN,1.630
REAL AVGDB JSD,0.004158
REAL AVGD KLU,0.011373
REAL EC PCT,0.554
REAL COMMVOL PCT,0.455
REAL LOCE PCT,0.446
REAL EC,13396
REAL COMMVOL,5192
REAL LOCE,10790
REAL COMMVOL NORMF,11400
REAL SCORE,2143.363478062308
VIRTUAL E MAXNORM LOAD,1.079
VIRTUAL E MAXMIN LOAD,1.143
VIRTUAL ED JSD,0.000267
VIRTUAL E KLU,0.000357
VIRTUAL V MAXNORM LOAD,1.370
VIRTUAL V MAXMIN LOAD,1.780
VIRTUAL VB JSD,0.005768
VIRTUAL V KLU,0.007755
VIRTUAL AVGD MAXNORM,1.254
VIRTUAL AVGD MAXMIN,1.716
VIRTUAL AVGDB JSD,0.004771
VIRTUAL AVGD KLU,0.013025
VIRTUAL EC PCT,0.555
VIRTUAL COMMVOL PCT,0.481
VIRTUAL LOCE PCT,0.445
VIRTUAL EC,15678
VIRTUAL COMMVOL,6272
VIRTUAL LOCE,12570
VIRTUAL COMMVOL NORMF,13033

SAMPLING START,2
SAMPLING END,16
SAMPLING CYCLES,4
SAMPLING EXTRA,1
LP START,17
LP END,114
LP CYCLES,49
TOT MIGRATIONS,7531

INITIAL MESSAGES,24186
SAMPLING MESSAGES,71611
LP MESSAGES,96692
SHUTDOWN MESSAGES,912
TOTAL MESSAGES,193401

INPUT TIME (not included in total),283
INITIALIZE TIME,149
SETUP TIME,13
Initializing algorithm time,118
LP time,2305
Avg. LP cycle time,47
Sampling time,232
Avg. Sampling cycle time,58.0
TOTAL TIME,2655
OUT DEGREE THRESHOLD,0
BETA,329
SIGMA,50
TAU,5
SAMPLING_ERROR,false
