JOB ID,job_202101261615_0025
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,1
ALGORITHM,InitializeSampleRD
GRAPH,testfile.txt
VERTICES,3783
REAL EDGES,24186
VIRTUAL EDGES,28248
PARITIONS,4
REAL LOADS,5994_6072_6078_6042_
VIRTUAL LOADS,6921_6786_6935_7606_
VIRTUAL COUNTS,1033_871_1027_852_
REAL KLU,1.0911877E-5
VIRTUAL KLU,7.269011E-4
VIRTUAL COUNT KLU,0.002887651
REAL AVGD KLU,0.004173526
VIRTUAL AVGD KLU,0.007153505

REAL E MAXNORMLOAD,1.005
REAL E MAXMINLOAD,1.014
REAL EB JSD,0.000005
REAL E KLU,0.000011
REAL V MAXNORMLOAD,1.092
REAL V MAXMINLOAD,1.212
REAL VB JSD,0.001446
REAL V KLU,0.002888
REAL AVGD MAXNORM,1.109
REAL AVGD MAXMIN,1.222
REAL AVGDB JSD,0.001507
REAL AVGD KLU,0.004174
REAL EC PCT,0.406
REAL COMMVOL PCT,0.367
REAL LOCE PCT,0.594
REAL EC,9808
REAL COMMVOL,2992
REAL LOCE,14378
REAL COMMVOL NORMF,8154
REAL SCORE,2614.542994717176
VIRTUAL E MAXNORM LOAD,1.077
VIRTUAL E MAXMIN LOAD,1.121
VIRTUAL ED JSD,0.000361
VIRTUAL E KLU,0.000727
VIRTUAL V MAXNORM LOAD,1.092
VIRTUAL V MAXMIN LOAD,1.212
VIRTUAL VB JSD,0.001446
VIRTUAL V KLU,0.002888
VIRTUAL AVGD MAXNORM,1.196
VIRTUAL AVGD MAXMIN,1.332
VIRTUAL AVGDB JSD,0.002560
VIRTUAL AVGD KLU,0.007154
VIRTUAL EC PCT,0.407
VIRTUAL COMMVOL PCT,0.391
VIRTUAL LOCE PCT,0.593
VIRTUAL EC,11496
VIRTUAL COMMVOL,3652
VIRTUAL LOCE,16752
VIRTUAL COMMVOL NORMF,9333

SAMPLING START,2
SAMPLING END,21
SAMPLING CYCLES,6
SAMPLING EXTRA,1
LP START,22
LP END,83
LP CYCLES,31
TOT MIGRATIONS,6964

INITIAL MESSAGES,24186
SAMPLING MESSAGES,51216
LP MESSAGES,75886
SHUTDOWN MESSAGES,1333
TOTAL MESSAGES,152621

INPUT TIME (not included in total),272
INITIALIZE TIME,173
SETUP TIME,13
Initializing algorithm time,47
LP time,1309
Avg. LP cycle time,42
Sampling time,324
Avg. Sampling cycle time,54.0
TOTAL TIME,1680
OUT DEGREE THRESHOLD,0
BETA,329
SIGMA,33
TAU,10
SAMPLING_ERROR,false
