JOB ID,job_202101261615_0228
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,1
ALGORITHM,InitializeSampleRD
GRAPH,lastfm_asia_edges.txt
VERTICES,7624
REAL EDGES,27806
VIRTUAL EDGES,55612
PARITIONS,4
REAL LOADS,6965_7074_7017_6750_
VIRTUAL LOADS,14059_14027_13978_13548_
VIRTUAL COUNTS,1679_1817_2326_1802_
REAL KLU,1.1266203E-4
VIRTUAL KLU,8.037647E-5
VIRTUAL COUNT KLU,0.0058942814
REAL AVGD KLU,0.0066694166
VIRTUAL AVGD KLU,0.0070503545

REAL E MAXNORMLOAD,1.018
REAL E MAXMINLOAD,1.048
REAL EB JSD,0.000056
REAL E KLU,0.000113
REAL V MAXNORMLOAD,1.220
REAL V MAXMINLOAD,1.385
REAL VB JSD,0.002894
REAL V KLU,0.005894
REAL AVGD MAXNORM,1.137
REAL AVGD MAXMIN,1.375
REAL AVGDB JSD,0.002447
REAL AVGD KLU,0.006669
REAL EC PCT,0.190
REAL COMMVOL PCT,0.212
REAL LOCE PCT,0.810
REAL EC,5283
REAL COMMVOL,3040
REAL LOCE,22523
REAL COMMVOL NORMF,14353
REAL SCORE,5896.233623096884
VIRTUAL E MAXNORM LOAD,1.011
VIRTUAL E MAXMIN LOAD,1.038
VIRTUAL ED JSD,0.000040
VIRTUAL E KLU,0.000080
VIRTUAL V MAXNORM LOAD,1.220
VIRTUAL V MAXMIN LOAD,1.385
VIRTUAL VB JSD,0.002894
VIRTUAL V KLU,0.005894
VIRTUAL AVGD MAXNORM,1.148
VIRTUAL AVGD MAXMIN,1.393
VIRTUAL AVGDB JSD,0.002586
VIRTUAL AVGD KLU,0.007050
VIRTUAL EC PCT,0.190
VIRTUAL COMMVOL PCT,0.272
VIRTUAL LOCE PCT,0.810
VIRTUAL EC,10558
VIRTUAL COMMVOL,5998
VIRTUAL LOCE,45054
VIRTUAL COMMVOL NORMF,22067

SAMPLING START,2
SAMPLING END,40
SAMPLING CYCLES,13
SAMPLING EXTRA,0
LP START,41
LP END,98
LP CYCLES,29
TOT MIGRATIONS,13281

INITIAL MESSAGES,27806
SAMPLING MESSAGES,253241
LP MESSAGES,118500
SHUTDOWN MESSAGES,167
TOTAL MESSAGES,399714

INPUT TIME (not included in total),295
INITIALIZE TIME,182
SETUP TIME,12
Initializing algorithm time,37
LP time,1686
Avg. LP cycle time,58
Sampling time,741
Avg. Sampling cycle time,57.0
TOTAL TIME,2464
OUT DEGREE THRESHOLD,0
BETA,1145
SIGMA,58
TAU,10
SAMPLING_ERROR,false
