JOB ID,job_202101261615_4040
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,InitializeSampleRD
GRAPH,RoadCanada.vertex
VERTICES,1965206
REAL EDGES,5533214
VIRTUAL EDGES,5533214
PARITIONS,8
REAL LOADS,688759_695003_690107_687536_698152_687367_698267_688023_
VIRTUAL LOADS,688759_695003_690107_687536_698152_687367_698267_688023_
VIRTUAL COUNTS,244341_247612_246792_245220_245465_242150_247658_245968_
REAL KLU,9.81924E-6
VIRTUAL KLU,9.81924E-6
VIRTUAL COUNT KLU,1.1708824E-5
REAL AVGD KLU,1.81181E-5
VIRTUAL AVGD KLU,1.81181E-5

REAL E MAXNORMLOAD,1.010
REAL E MAXMINLOAD,1.016
REAL EB JSD,0.000007
REAL E KLU,0.000010
REAL V MAXNORMLOAD,1.008
REAL V MAXMINLOAD,1.023
REAL VB JSD,0.000009
REAL V KLU,0.000012
REAL AVGD MAXNORM,1.010
REAL AVGD MAXMIN,1.017
REAL AVGDB JSD,0.000007
REAL AVGD KLU,0.000018
REAL EC PCT,0.439
REAL COMMVOL PCT,0.394
REAL LOCE PCT,0.561
REAL EC,2429800
REAL COMMVOL,2182482
REAL LOCE,3103414
REAL COMMVOL NORMF,5533205
REAL SCORE,1118154.780159516
VIRTUAL E MAXNORM LOAD,1.010
VIRTUAL E MAXMIN LOAD,1.016
VIRTUAL ED JSD,0.000007
VIRTUAL E KLU,0.000010
VIRTUAL V MAXNORM LOAD,1.008
VIRTUAL V MAXMIN LOAD,1.023
VIRTUAL VB JSD,0.000009
VIRTUAL V KLU,0.000012
VIRTUAL AVGD MAXNORM,1.010
VIRTUAL AVGD MAXMIN,1.017
VIRTUAL AVGDB JSD,0.000007
VIRTUAL AVGD KLU,0.000018
VIRTUAL EC PCT,0.439
VIRTUAL COMMVOL PCT,0.394
VIRTUAL LOCE PCT,0.561
VIRTUAL EC,2429800
VIRTUAL COMMVOL,2182482
VIRTUAL LOCE,3103414
VIRTUAL COMMVOL NORMF,5533205

SAMPLING START,2
SAMPLING END,21
SAMPLING CYCLES,6
SAMPLING EXTRA,1
LP START,22
LP END,103
LP CYCLES,41
TOT MIGRATIONS,5090386

INITIAL MESSAGES,5533214
SAMPLING MESSAGES,8156869
LP MESSAGES,16193887
SHUTDOWN MESSAGES,237794
TOTAL MESSAGES,30121764

INPUT TIME (not included in total),3225
INITIALIZE TIME,2205
SETUP TIME,15
Initializing algorithm time,565
LP time,38344
Avg. LP cycle time,935
Sampling time,3833
Avg. Sampling cycle time,638.8333
TOTAL TIME,42742
OUT DEGREE THRESHOLD,0
BETA,0.2
SIGMA,0.015
TAU,5
SAMPLING_ERROR,false
