JOB ID,job_202101261615_2426
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,InitializeSampleGD
GRAPH,Youtube.vertex
VERTICES,1134890
REAL EDGES,2987624
VIRTUAL EDGES,5975248
PARITIONS,16
REAL LOADS,179458_183531_193947_181047_184420_178760_186279_195971_180879_193617_184123_182521_189452_188376_191963_193280_
VIRTUAL LOADS,383170_365530_374152_389593_393279_354729_383807_353233_373011_329224_389443_399326_388666_387226_365874_344985_
VIRTUAL COUNTS,94890_86465_28138_89692_101350_84153_70246_27154_94923_23654_98866_108389_74467_74980_41313_36210_
REAL KLU,1.5765398E-4
VIRTUAL KLU,4.7925522E-4
VIRTUAL COUNT KLU,0.033417244
REAL AVGD KLU,0.17080243
VIRTUAL AVGD KLU,0.13242212

REAL E MAXNORMLOAD,1.050
REAL E MAXMINLOAD,1.096
REAL EB JSD,0.000158
REAL E KLU,0.000158
REAL V MAXNORMLOAD,1.528
REAL V MAXMINLOAD,4.582
REAL VB JSD,0.036028
REAL V KLU,0.033417
REAL AVGD MAXNORM,3.109
REAL AVGD MAXMIN,4.861
REAL AVGDB JSD,0.058907
REAL AVGD KLU,0.170802
REAL EC PCT,0.480
REAL COMMVOL PCT,0.339
REAL LOCE PCT,0.520
REAL EC,1434057
REAL COMMVOL,475818
REAL LOCE,1553567
REAL COMMVOL NORMF,1402509
REAL SCORE,793303.3168402627
VIRTUAL E MAXNORM LOAD,1.069
VIRTUAL E MAXMIN LOAD,1.213
VIRTUAL ED JSD,0.000483
VIRTUAL E KLU,0.000479
VIRTUAL V MAXNORM LOAD,1.528
VIRTUAL V MAXMIN LOAD,4.582
VIRTUAL VB JSD,0.036028
VIRTUAL V KLU,0.033417
VIRTUAL AVGD MAXNORM,2.644
VIRTUAL AVGD MAXMIN,3.778
VIRTUAL AVGDB JSD,0.045759
VIRTUAL AVGD KLU,0.132422
VIRTUAL EC PCT,0.479
VIRTUAL COMMVOL PCT,0.393
VIRTUAL LOCE PCT,0.521
VIRTUAL EC,2863400
VIRTUAL COMMVOL,1372328
VIRTUAL LOCE,3111848
VIRTUAL COMMVOL NORMF,3490577

SAMPLING START,2
SAMPLING END,25
SAMPLING CYCLES,7
SAMPLING EXTRA,0
LP START,26
LP END,85
LP CYCLES,30
TOT MIGRATIONS,2445769

INITIAL MESSAGES,2987624
SAMPLING MESSAGES,16616494
LP MESSAGES,17593510
SHUTDOWN MESSAGES,132815
TOTAL MESSAGES,37330443

INPUT TIME (not included in total),2917
INITIALIZE TIME,2212
SETUP TIME,15
Initializing algorithm time,1783
LP time,28758
Avg. LP cycle time,958
Sampling time,3077
Avg. Sampling cycle time,439.57144
TOTAL TIME,33618
OUT DEGREE THRESHOLD,0
BETA,0.15
SIGMA,0.01
TAU,0
SAMPLING_ERROR,false
