JOB ID,job_202101261615_2898
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,InitializeSampleGD
GRAPH,RoadItaly.vertex
VERTICES,6686493
REAL EDGES,7013978
VIRTUAL EDGES,14027956
PARITIONS,8
REAL LOADS,875074_878286_878781_875062_876524_877063_876867_876321_
VIRTUAL LOADS,1750663_1760116_1760180_1751325_1749905_1749794_1755355_1750618_
VIRTUAL COUNTS,835888_831247_828940_835605_838033_839461_837801_839518_
REAL KLU,4.883027E-7
VIRTUAL KLU,1.3635824E-6
VIRTUAL COUNT KLU,4.481942E-6
REAL AVGD KLU,1.4082467E-5
VIRTUAL AVGD KLU,2.1164606E-5

REAL E MAXNORMLOAD,1.002
REAL E MAXMINLOAD,1.004
REAL EB JSD,0.000000
REAL E KLU,0.000000
REAL V MAXNORMLOAD,1.004
REAL V MAXMINLOAD,1.013
REAL VB JSD,0.000003
REAL V KLU,0.000004
REAL AVGD MAXNORM,1.011
REAL AVGD MAXMIN,1.016
REAL AVGDB JSD,0.000005
REAL AVGD KLU,0.000014
REAL EC PCT,0.674
REAL COMMVOL PCT,0.617
REAL LOCE PCT,0.326
REAL EC,4725614
REAL COMMVOL,4324521
REAL LOCE,2288364
REAL COMMVOL NORMF,7013978
REAL SCORE,2406343.9826322673
VIRTUAL E MAXNORM LOAD,1.004
VIRTUAL E MAXMIN LOAD,1.006
VIRTUAL ED JSD,0.000001
VIRTUAL E KLU,0.000001
VIRTUAL V MAXNORM LOAD,1.004
VIRTUAL V MAXMIN LOAD,1.013
VIRTUAL VB JSD,0.000003
VIRTUAL V KLU,0.000004
VIRTUAL AVGD MAXNORM,1.012
VIRTUAL AVGD MAXMIN,1.019
VIRTUAL AVGDB JSD,0.000008
VIRTUAL AVGD KLU,0.000021
VIRTUAL EC PCT,0.674
VIRTUAL COMMVOL PCT,0.621
VIRTUAL LOCE PCT,0.326
VIRTUAL EC,9452465
VIRTUAL COMMVOL,8710744
VIRTUAL LOCE,4575491
VIRTUAL COMMVOL NORMF,14027955

SAMPLING START,2
SAMPLING END,40
SAMPLING CYCLES,12
SAMPLING EXTRA,1
LP START,41
LP END,86
LP CYCLES,23
TOT MIGRATIONS,9217538

INITIAL MESSAGES,7013978
SAMPLING MESSAGES,33340256
LP MESSAGES,22635533
SHUTDOWN MESSAGES,176799
TOTAL MESSAGES,63166566

INPUT TIME (not included in total),4694
INITIALIZE TIME,2223
SETUP TIME,13
Initializing algorithm time,4762
LP time,72406
Avg. LP cycle time,3148
Sampling time,10382
Avg. Sampling cycle time,865.1667
TOTAL TIME,87550
OUT DEGREE THRESHOLD,0
BETA,0.2
SIGMA,0.02
TAU,0
SAMPLING_ERROR,false
