JOB ID,job_202101261615_2318
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,BGRAP
GRAPH,Youtube.vertex
VERTICES,1134890
REAL EDGES,2987624
VIRTUAL EDGES,5975248
PARITIONS,16
REAL LOADS,181978_184363_196266_194373_195397_194816_194743_181682_171103_186549_183924_186347_185147_179838_181625_189473_
VIRTUAL LOADS,370646_382768_357449_384630_369729_368938_328439_395575_353357_380255_398219_388120_385399_365404_382424_363896_
VIRTUAL COUNTS,79865_76858_34923_48660_46787_50085_46369_103832_87351_83831_81104_64644_100965_56745_103690_69181_
REAL KLU,2.4138455E-4
VIRTUAL KLU,3.8412784E-4
VIRTUAL COUNT KLU,0.01691357
REAL AVGD KLU,0.06484188
VIRTUAL AVGD KLU,0.04722096

REAL E MAXNORMLOAD,1.051
REAL E MAXMINLOAD,1.147
REAL EB JSD,0.000242
REAL E KLU,0.000241
REAL V MAXNORMLOAD,1.464
REAL V MAXMINLOAD,2.973
REAL VB JSD,0.017244
REAL V KLU,0.016914
REAL AVGD MAXNORM,2.135
REAL AVGD MAXMIN,3.212
REAL AVGDB JSD,0.022932
REAL AVGD KLU,0.064842
REAL EC PCT,0.482
REAL COMMVOL PCT,0.370
REAL LOCE PCT,0.518
REAL EC,1439501
REAL COMMVOL,519054
REAL LOCE,1548123
REAL COMMVOL NORMF,1402509
REAL SCORE,650131.9203497531
VIRTUAL E MAXNORM LOAD,1.066
VIRTUAL E MAXMIN LOAD,1.212
VIRTUAL ED JSD,0.000387
VIRTUAL E KLU,0.000384
VIRTUAL V MAXNORM LOAD,1.464
VIRTUAL V MAXMIN LOAD,2.973
VIRTUAL VB JSD,0.017244
VIRTUAL V KLU,0.016914
VIRTUAL AVGD MAXNORM,1.944
VIRTUAL AVGD MAXMIN,2.775
VIRTUAL AVGDB JSD,0.016747
VIRTUAL AVGD KLU,0.047221
VIRTUAL EC PCT,0.481
VIRTUAL COMMVOL PCT,0.416
VIRTUAL LOCE PCT,0.519
VIRTUAL EC,2874372
VIRTUAL COMMVOL,1453152
VIRTUAL LOCE,3100876
VIRTUAL COMMVOL NORMF,3490577

SAMPLING START,2
SAMPLING END,2
SAMPLING CYCLES,0
SAMPLING EXTRA,0
LP START,3
LP END,94
LP CYCLES,46
TOT MIGRATIONS,2440140

INITIAL MESSAGES,2987624
SAMPLING MESSAGES,5975248
LP MESSAGES,16907992
SHUTDOWN MESSAGES,160974
TOTAL MESSAGES,26031838

INPUT TIME (not included in total),2946
INITIALIZE TIME,2212
SETUP TIME,15
Initializing algorithm time,464
LP time,43673
Avg. LP cycle time,949
Sampling time,0
Avg. Sampling cycle time,0.0
TOTAL TIME,44137
OUT DEGREE THRESHOLD,2147483647
BETA,0.0
SIGMA,0.0
TAU,0
SAMPLING_ERROR,false
