JOB ID,job_202101261615_6147
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,BGRAP
GRAPH,LiveJournal.vertex
VERTICES,4847571
REAL EDGES,68993773
VIRTUAL EDGES,86220856
PARITIONS,4
REAL LOADS,16920428_17729882_17736619_16606844_
VIRTUAL LOADS,22222373_21434842_21961064_20602577_
VIRTUAL COUNTS,756134_1237349_1374061_1480027_
REAL KLU,3.003167E-4
VIRTUAL KLU,2.9885717E-4
VIRTUAL COUNT KLU,0.020449797
REAL AVGD KLU,0.03712188
VIRTUAL AVGD KLU,0.04576751

REAL E MAXNORMLOAD,1.028
REAL E MAXMINLOAD,1.068
REAL EB JSD,0.000150
REAL E KLU,0.000300
REAL V MAXNORMLOAD,1.221
REAL V MAXMINLOAD,1.957
REAL VB JSD,0.010692
REAL V KLU,0.020450
REAL AVGD MAXNORM,1.572
REAL AVGD MAXMIN,1.994
REAL AVGDB JSD,0.013010
REAL AVGD KLU,0.037122
REAL EC PCT,0.173
REAL COMMVOL PCT,0.272
REAL LOCE PCT,0.827
REAL EC,11967800
REAL COMMVOL,3577165
REAL LOCE,57025973
REAL COMMVOL NORMF,13171798
REAL SCORE,3775389.980625695
VIRTUAL E MAXNORM LOAD,1.031
VIRTUAL E MAXMIN LOAD,1.079
VIRTUAL ED JSD,0.000150
VIRTUAL E KLU,0.000299
VIRTUAL V MAXNORM LOAD,1.221
VIRTUAL V MAXMIN LOAD,1.957
VIRTUAL VB JSD,0.010692
VIRTUAL V KLU,0.020450
VIRTUAL AVGD MAXNORM,1.652
VIRTUAL AVGD MAXMIN,2.111
VIRTUAL AVGDB JSD,0.015933
VIRTUAL AVGD KLU,0.045768
VIRTUAL EC PCT,0.176
VIRTUAL COMMVOL PCT,0.310
VIRTUAL LOCE PCT,0.824
VIRTUAL EC,15159378
VIRTUAL COMMVOL,4587724
VIRTUAL LOCE,71061478
VIRTUAL COMMVOL NORMF,14820755

SAMPLING START,2
SAMPLING END,2
SAMPLING CYCLES,0
SAMPLING EXTRA,0
LP START,3
LP END,82
LP CYCLES,40
TOT MIGRATIONS,10179140

INITIAL MESSAGES,68993773
SAMPLING MESSAGES,86220856
LP MESSAGES,194276086
SHUTDOWN MESSAGES,349264
TOTAL MESSAGES,349839979

INPUT TIME (not included in total),4554
INITIALIZE TIME,2214
SETUP TIME,16
Initializing algorithm time,568
LP time,87945
Avg. LP cycle time,2198
Sampling time,0
Avg. Sampling cycle time,0.0
TOTAL TIME,88513
OUT DEGREE THRESHOLD,2147483647
BETA,0.0
SIGMA,0.0
TAU,0
SAMPLING_ERROR,false
