JOB ID,job_202101261615_2333
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,BGRAP
GRAPH,RoadCanada.vertex
VERTICES,1965206
REAL EDGES,5533214
VIRTUAL EDGES,5533214
PARITIONS,16
REAL LOADS,342185_351984_344293_342266_350451_350403_348847_341936_347604_342587_342441_342717_342329_342410_351515_349246_
VIRTUAL LOADS,342185_351984_344293_342266_350451_350403_348847_341936_347604_342587_342441_342717_342329_342410_351515_349246_
VIRTUAL COUNTS,122266_124545_122015_121398_124441_124518_123565_121845_123401_121405_121384_121793_122386_121539_124908_123797_
REAL KLU,2.216692E-5
VIRTUAL KLU,2.216692E-5
VIRTUAL COUNT KLU,1.908121E-5
REAL AVGD KLU,4.128486E-6
VIRTUAL AVGD KLU,4.128486E-6

REAL E MAXNORMLOAD,1.018
REAL E MAXMINLOAD,1.029
REAL EB JSD,0.000022
REAL E KLU,0.000022
REAL V MAXNORMLOAD,1.017
REAL V MAXMINLOAD,1.029
REAL VB JSD,0.000019
REAL V KLU,0.000019
REAL AVGD MAXNORM,1.004
REAL AVGD MAXMIN,1.010
REAL AVGDB JSD,0.000001
REAL AVGD KLU,0.000004
REAL EC PCT,0.444
REAL COMMVOL PCT,0.426
REAL LOCE PCT,0.556
REAL EC,2457840
REAL COMMVOL,2358109
REAL LOCE,3075374
REAL COMMVOL NORMF,5533214
REAL SCORE,1112107.1878725633
VIRTUAL E MAXNORM LOAD,1.018
VIRTUAL E MAXMIN LOAD,1.029
VIRTUAL ED JSD,0.000022
VIRTUAL E KLU,0.000022
VIRTUAL V MAXNORM LOAD,1.017
VIRTUAL V MAXMIN LOAD,1.029
VIRTUAL VB JSD,0.000019
VIRTUAL V KLU,0.000019
VIRTUAL AVGD MAXNORM,1.004
VIRTUAL AVGD MAXMIN,1.010
VIRTUAL AVGDB JSD,0.000001
VIRTUAL AVGD KLU,0.000004
VIRTUAL EC PCT,0.444
VIRTUAL COMMVOL PCT,0.426
VIRTUAL LOCE PCT,0.556
VIRTUAL EC,2457840
VIRTUAL COMMVOL,2358109
VIRTUAL LOCE,3075374
VIRTUAL COMMVOL NORMF,5533214

SAMPLING START,2
SAMPLING END,2
SAMPLING CYCLES,0
SAMPLING EXTRA,0
LP START,3
LP END,108
LP CYCLES,53
TOT MIGRATIONS,6290592

INITIAL MESSAGES,5533214
SAMPLING MESSAGES,5533214
LP MESSAGES,18421530
SHUTDOWN MESSAGES,261879
TOTAL MESSAGES,29749837

INPUT TIME (not included in total),3373
INITIALIZE TIME,2220
SETUP TIME,14
Initializing algorithm time,940
LP time,77085
Avg. LP cycle time,1454
Sampling time,0
Avg. Sampling cycle time,0.0
TOTAL TIME,78025
OUT DEGREE THRESHOLD,2147483647
BETA,0.0
SIGMA,0.0
TAU,0
SAMPLING_ERROR,false
