JOB ID,job_202101261615_2330
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,BGRAP
GRAPH,RoadCanada.vertex
VERTICES,1965206
REAL EDGES,5533214
VIRTUAL EDGES,5533214
PARITIONS,8
REAL LOADS,698322_692521_697669_698663_686088_687157_686650_686144_
VIRTUAL LOADS,698322_692521_697669_698663_686088_687157_686650_686144_
VIRTUAL COUNTS,246532_246547_247595_247563_244849_243863_245100_243157_
REAL KLU,1.4889142E-5
VIRTUAL KLU,1.4889142E-5
VIRTUAL COUNT KLU,9.6558415E-6
REAL AVGD KLU,6.3544094E-6
VIRTUAL AVGD KLU,6.3544094E-6

REAL E MAXNORMLOAD,1.010
REAL E MAXMINLOAD,1.018
REAL EB JSD,0.000011
REAL E KLU,0.000015
REAL V MAXNORMLOAD,1.008
REAL V MAXMINLOAD,1.018
REAL VB JSD,0.000007
REAL V KLU,0.000010
REAL AVGD MAXNORM,1.006
REAL AVGD MAXMIN,1.011
REAL AVGDB JSD,0.000002
REAL AVGD KLU,0.000006
REAL EC PCT,0.437
REAL COMMVOL PCT,0.404
REAL LOCE PCT,0.563
REAL EC,2418897
REAL COMMVOL,2236423
REAL LOCE,3114317
REAL COMMVOL NORMF,5533205
REAL SCORE,1120540.8111586142
VIRTUAL E MAXNORM LOAD,1.010
VIRTUAL E MAXMIN LOAD,1.018
VIRTUAL ED JSD,0.000011
VIRTUAL E KLU,0.000015
VIRTUAL V MAXNORM LOAD,1.008
VIRTUAL V MAXMIN LOAD,1.018
VIRTUAL VB JSD,0.000007
VIRTUAL V KLU,0.000010
VIRTUAL AVGD MAXNORM,1.006
VIRTUAL AVGD MAXMIN,1.011
VIRTUAL AVGDB JSD,0.000002
VIRTUAL AVGD KLU,0.000006
VIRTUAL EC PCT,0.437
VIRTUAL COMMVOL PCT,0.404
VIRTUAL LOCE PCT,0.563
VIRTUAL EC,2418897
VIRTUAL COMMVOL,2236423
VIRTUAL LOCE,3114317
VIRTUAL COMMVOL NORMF,5533205

SAMPLING START,2
SAMPLING END,2
SAMPLING CYCLES,0
SAMPLING EXTRA,0
LP START,3
LP END,86
LP CYCLES,42
TOT MIGRATIONS,5279333

INITIAL MESSAGES,5533214
SAMPLING MESSAGES,5533214
LP MESSAGES,15575777
SHUTDOWN MESSAGES,245441
TOTAL MESSAGES,26887646

INPUT TIME (not included in total),3454
INITIALIZE TIME,2238
SETUP TIME,14
Initializing algorithm time,1075
LP time,39907
Avg. LP cycle time,950
Sampling time,0
Avg. Sampling cycle time,0.0
TOTAL TIME,40982
OUT DEGREE THRESHOLD,2147483647
BETA,0.0
SIGMA,0.0
TAU,0
SAMPLING_ERROR,false
