JOB ID,job_202101261615_2469
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,InitializeSampleGD
GRAPH,Youtube.vertex
VERTICES,1134890
REAL EDGES,2987624
VIRTUAL EDGES,5975248
PARITIONS,16
REAL LOADS,187319_185696_180229_191122_181594_180323_184358_194892_182853_193383_192423_194673_186545_181586_188176_182452_
VIRTUAL LOADS,368828_358890_377134_381291_384026_380710_379330_395020_372929_378991_361858_366450_383103_385169_365046_336473_
VIRTUAL COUNTS,89982_79337_90049_70967_100977_92752_88570_73764_94817_29898_30780_37372_81650_104413_39707_29855_
REAL KLU,1.3034989E-4
VIRTUAL KLU,2.3397482E-4
VIRTUAL COUNT KLU,0.028590046
REAL AVGD KLU,0.12847088
VIRTUAL AVGD KLU,0.11060451

REAL E MAXNORMLOAD,1.044
REAL E MAXMINLOAD,1.081
REAL EB JSD,0.000130
REAL E KLU,0.000130
REAL V MAXNORMLOAD,1.472
REAL V MAXMINLOAD,3.497
REAL VB JSD,0.030534
REAL V KLU,0.028590
REAL AVGD MAXNORM,2.457
REAL AVGD MAXMIN,3.719
REAL AVGDB JSD,0.044850
REAL AVGD KLU,0.128471
REAL EC PCT,0.441
REAL COMMVOL PCT,0.310
REAL LOCE PCT,0.559
REAL EC,1316784
REAL COMMVOL,434308
REAL LOCE,1670840
REAL COMMVOL NORMF,1402509
REAL SCORE,856661.9081770428
VIRTUAL E MAXNORM LOAD,1.058
VIRTUAL E MAXMIN LOAD,1.174
VIRTUAL ED JSD,0.000236
VIRTUAL E KLU,0.000234
VIRTUAL V MAXNORM LOAD,1.472
VIRTUAL V MAXMIN LOAD,3.497
VIRTUAL VB JSD,0.030534
VIRTUAL V KLU,0.028590
VIRTUAL AVGD MAXNORM,2.408
VIRTUAL AVGD MAXMIN,3.436
VIRTUAL AVGDB JSD,0.038555
VIRTUAL AVGD KLU,0.110605
VIRTUAL EC PCT,0.440
VIRTUAL COMMVOL PCT,0.360
VIRTUAL LOCE PCT,0.560
VIRTUAL EC,2631159
VIRTUAL COMMVOL,1256834
VIRTUAL LOCE,3344089
VIRTUAL COMMVOL NORMF,3490577

SAMPLING START,2
SAMPLING END,25
SAMPLING CYCLES,7
SAMPLING EXTRA,1
LP START,26
LP END,129
LP CYCLES,52
TOT MIGRATIONS,2826125

INITIAL MESSAGES,2987624
SAMPLING MESSAGES,17210000
LP MESSAGES,22253840
SHUTDOWN MESSAGES,53499
TOTAL MESSAGES,42504963

INPUT TIME (not included in total),2999
INITIALIZE TIME,2232
SETUP TIME,14
Initializing algorithm time,2069
LP time,47905
Avg. LP cycle time,921
Sampling time,2966
Avg. Sampling cycle time,423.7143
TOTAL TIME,52940
OUT DEGREE THRESHOLD,0
BETA,0.2
SIGMA,0.01
TAU,0
SAMPLING_ERROR,false
