JOB ID,job_202101261615_2683
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,InitializeSampleGD
GRAPH,BerkeleyStan.vertex
VERTICES,685230
REAL EDGES,7600595
VIRTUAL EDGES,13298940
PARITIONS,4
REAL LOADS,1846906_1835387_1994464_1923838_
VIRTUAL LOADS,3092597_3165477_3741313_3299553_
VIRTUAL COUNTS,174038_148286_155606_207300_
REAL KLU,4.0993514E-4
VIRTUAL KLU,0.0020255412
VIRTUAL COUNT KLU,0.006238937
REAL AVGD KLU,0.008005269
VIRTUAL AVGD KLU,0.012651826

REAL E MAXNORMLOAD,1.050
REAL E MAXMINLOAD,1.087
REAL EB JSD,0.000205
REAL E KLU,0.000410
REAL V MAXNORMLOAD,1.210
REAL V MAXMINLOAD,1.398
REAL VB JSD,0.003086
REAL V KLU,0.006239
REAL AVGD MAXNORM,1.156
REAL AVGD MAXMIN,1.381
REAL AVGDB JSD,0.002912
REAL AVGD KLU,0.008005
REAL EC PCT,0.126
REAL COMMVOL PCT,0.145
REAL LOCE PCT,0.874
REAL EC,958601
REAL COMMVOL,332351
REAL LOCE,6641994
REAL COMMVOL NORMF,2284716
REAL SCORE,584293.9943811682
VIRTUAL E MAXNORM LOAD,1.125
VIRTUAL E MAXMIN LOAD,1.210
VIRTUAL ED JSD,0.001003
VIRTUAL E KLU,0.002026
VIRTUAL V MAXNORM LOAD,1.210
VIRTUAL V MAXMIN LOAD,1.398
VIRTUAL VB JSD,0.003086
VIRTUAL V KLU,0.006239
VIRTUAL AVGD MAXNORM,1.239
VIRTUAL AVGD MAXMIN,1.511
VIRTUAL AVGDB JSD,0.004568
VIRTUAL AVGD KLU,0.012652
VIRTUAL EC PCT,0.125
VIRTUAL COMMVOL PCT,0.175
VIRTUAL LOCE PCT,0.875
VIRTUAL EC,1665865
VIRTUAL COMMVOL,425375
VIRTUAL LOCE,11633075
VIRTUAL COMMVOL NORMF,2432868

SAMPLING START,2
SAMPLING END,43
SAMPLING CYCLES,13
SAMPLING EXTRA,0
LP START,44
LP END,85
LP CYCLES,21
TOT MIGRATIONS,1017379

INITIAL MESSAGES,7600595
SAMPLING MESSAGES,39933112
LP MESSAGES,28111575
SHUTDOWN MESSAGES,281410
TOTAL MESSAGES,75926692

INPUT TIME (not included in total),2476
INITIALIZE TIME,2228
SETUP TIME,15
Initializing algorithm time,1779
LP time,8607
Avg. LP cycle time,409
Sampling time,4429
Avg. Sampling cycle time,340.69232
TOTAL TIME,14815
OUT DEGREE THRESHOLD,0
BETA,0.15
SIGMA,0.01
TAU,0
SAMPLING_ERROR,false
