JOB ID,job_202101261615_2357
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,BGRAP
GRAPH,RoadItaly.vertex
VERTICES,6686493
REAL EDGES,7013978
VIRTUAL EDGES,14027956
PARITIONS,8
REAL LOADS,878534_874698_874109_877171_875776_876105_878510_879075_
VIRTUAL LOADS,1755251_1751399_1751214_1752844_1751805_1750858_1754600_1759985_
VIRTUAL COUNTS,838907_833404_832245_838154_835191_836358_839441_832793_
REAL KLU,9.546435E-7
VIRTUAL KLU,6.472123E-7
VIRTUAL COUNT KLU,2.4331457E-6
REAL AVGD KLU,3.5575297E-6
VIRTUAL AVGD KLU,6.3196185E-6

REAL E MAXNORMLOAD,1.003
REAL E MAXMINLOAD,1.006
REAL EB JSD,0.000001
REAL E KLU,0.000001
REAL V MAXNORMLOAD,1.004
REAL V MAXMINLOAD,1.009
REAL VB JSD,0.000002
REAL V KLU,0.000002
REAL AVGD MAXNORM,1.006
REAL AVGD MAXMIN,1.009
REAL AVGDB JSD,0.000001
REAL AVGD KLU,0.000004
REAL EC PCT,0.682
REAL COMMVOL PCT,0.640
REAL LOCE PCT,0.318
REAL EC,4783819
REAL COMMVOL,4485942
REAL LOCE,2230159
REAL COMMVOL NORMF,7013978
REAL SCORE,2340459.9062194787
VIRTUAL E MAXNORM LOAD,1.004
VIRTUAL E MAXMIN LOAD,1.005
VIRTUAL ED JSD,0.000000
VIRTUAL E KLU,0.000001
VIRTUAL V MAXNORM LOAD,1.004
VIRTUAL V MAXMIN LOAD,1.009
VIRTUAL VB JSD,0.000002
VIRTUAL V KLU,0.000002
VIRTUAL AVGD MAXNORM,1.007
VIRTUAL AVGD MAXMIN,1.011
VIRTUAL AVGDB JSD,0.000002
VIRTUAL AVGD KLU,0.000006
VIRTUAL EC PCT,0.682
VIRTUAL COMMVOL PCT,0.642
VIRTUAL LOCE PCT,0.318
VIRTUAL EC,9567987
VIRTUAL COMMVOL,9007592
VIRTUAL LOCE,4459969
VIRTUAL COMMVOL NORMF,14027955

SAMPLING START,2
SAMPLING END,2
SAMPLING CYCLES,0
SAMPLING EXTRA,0
LP START,3
LP END,48
LP CYCLES,23
TOT MIGRATIONS,9545430

INITIAL MESSAGES,7013978
SAMPLING MESSAGES,14027956
LP MESSAGES,20647866
SHUTDOWN MESSAGES,198242
TOTAL MESSAGES,41888042

INPUT TIME (not included in total),4500
INITIALIZE TIME,2239
SETUP TIME,25
Initializing algorithm time,703
LP time,70673
Avg. LP cycle time,3072
Sampling time,0
Avg. Sampling cycle time,0.0
TOTAL TIME,71376
OUT DEGREE THRESHOLD,2147483647
BETA,0.0
SIGMA,0.0
TAU,0
SAMPLING_ERROR,false
