JOB ID,job_202101261615_2352
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,BGRAP
GRAPH,RoadItaly.vertex
VERTICES,6686493
REAL EDGES,7013978
VIRTUAL EDGES,14027956
PARITIONS,4
REAL LOADS,1751624_1755285_1752784_1754285_
VIRTUAL LOADS,3503307_3510586_3504958_3509105_
VIRTUAL COUNTS,1670527_1674185_1670964_1670817_
REAL KLU,2.2975048E-7
VIRTUAL KLU,2.5731805E-7
VIRTUAL COUNT KLU,2.8544812E-7
REAL AVGD KLU,1.6266075E-7
VIRTUAL AVGD KLU,2.031564E-7

REAL E MAXNORMLOAD,1.001
REAL E MAXMINLOAD,1.002
REAL EB JSD,0.000000
REAL E KLU,0.000000
REAL V MAXNORMLOAD,1.002
REAL V MAXMINLOAD,1.002
REAL VB JSD,0.000000
REAL V KLU,0.000000
REAL AVGD MAXNORM,1.001
REAL AVGD MAXMIN,1.001
REAL AVGDB JSD,0.000000
REAL AVGD KLU,0.000000
REAL EC PCT,0.624
REAL COMMVOL PCT,0.544
REAL LOCE PCT,0.376
REAL EC,4373755
REAL COMMVOL,3818903
REAL LOCE,2640223
REAL COMMVOL NORMF,7013971
REAL SCORE,2795249.3670560084
VIRTUAL E MAXNORM LOAD,1.001
VIRTUAL E MAXMIN LOAD,1.002
VIRTUAL ED JSD,0.000000
VIRTUAL E KLU,0.000000
VIRTUAL V MAXNORM LOAD,1.002
VIRTUAL V MAXMIN LOAD,1.002
VIRTUAL VB JSD,0.000000
VIRTUAL V KLU,0.000000
VIRTUAL AVGD MAXNORM,1.001
VIRTUAL AVGD MAXMIN,1.002
VIRTUAL AVGDB JSD,0.000000
VIRTUAL AVGD KLU,0.000000
VIRTUAL EC PCT,0.624
VIRTUAL COMMVOL PCT,0.549
VIRTUAL LOCE PCT,0.376
VIRTUAL EC,8747673
VIRTUAL COMMVOL,7699236
VIRTUAL LOCE,5280283
VIRTUAL COMMVOL NORMF,14025256

SAMPLING START,2
SAMPLING END,2
SAMPLING CYCLES,0
SAMPLING EXTRA,0
LP START,3
LP END,32
LP CYCLES,15
TOT MIGRATIONS,7670193

INITIAL MESSAGES,7013978
SAMPLING MESSAGES,14027956
LP MESSAGES,16245687
SHUTDOWN MESSAGES,55325
TOTAL MESSAGES,37342946

INPUT TIME (not included in total),5100
INITIALIZE TIME,2203
SETUP TIME,18
Initializing algorithm time,710
LP time,33228
Avg. LP cycle time,2215
Sampling time,0
Avg. Sampling cycle time,0.0
TOTAL TIME,33938
OUT DEGREE THRESHOLD,2147483647
BETA,0.0
SIGMA,0.0
TAU,0
SAMPLING_ERROR,false
