JOB ID,job_202101261615_2384
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,InitializeSampleGD
GRAPH,Youtube.vertex
VERTICES,1134890
REAL EDGES,2987624
VIRTUAL EDGES,5975248
PARITIONS,4
REAL LOADS,718579_755954_776498_736593_
VIRTUAL LOADS,1468047_1509699_1449140_1548362_
VIRTUAL COUNTS,347144_252121_230199_305426_
REAL KLU,3.0152028E-4
VIRTUAL KLU,2.3739859E-4
VIRTUAL COUNT KLU,0.009312375
REAL AVGD KLU,0.01745597
VIRTUAL AVGD KLU,0.011534928

REAL E MAXNORMLOAD,1.040
REAL E MAXMINLOAD,1.081
REAL EB JSD,0.000151
REAL E KLU,0.000302
REAL V MAXNORMLOAD,1.224
REAL V MAXMINLOAD,1.508
REAL VB JSD,0.004651
REAL V KLU,0.009312
REAL AVGD MAXNORM,1.281
REAL AVGD MAXMIN,1.630
REAL AVGDB JSD,0.006329
REAL AVGD KLU,0.017456
REAL EC PCT,0.301
REAL COMMVOL PCT,0.293
REAL LOCE PCT,0.699
REAL EC,899769
REAL COMMVOL,249320
REAL LOCE,2087855
REAL COMMVOL NORMF,850988
REAL SCORE,816047.833113139
VIRTUAL E MAXNORM LOAD,1.037
VIRTUAL E MAXMIN LOAD,1.068
VIRTUAL ED JSD,0.000119
VIRTUAL E KLU,0.000237
VIRTUAL V MAXNORM LOAD,1.224
VIRTUAL V MAXMIN LOAD,1.508
VIRTUAL VB JSD,0.004651
VIRTUAL V KLU,0.009312
VIRTUAL AVGD MAXNORM,1.196
VIRTUAL AVGD MAXMIN,1.489
VIRTUAL AVGDB JSD,0.004212
VIRTUAL AVGD KLU,0.011535
VIRTUAL EC PCT,0.300
VIRTUAL COMMVOL PCT,0.345
VIRTUAL LOCE PCT,0.700
VIRTUAL EC,1794215
VIRTUAL COMMVOL,784197
VIRTUAL LOCE,4181033
VIRTUAL COMMVOL NORMF,2274609

SAMPLING START,2
SAMPLING END,25
SAMPLING CYCLES,7
SAMPLING EXTRA,1
LP START,26
LP END,95
LP CYCLES,35
TOT MIGRATIONS,2007480

INITIAL MESSAGES,2987624
SAMPLING MESSAGES,15714564
LP MESSAGES,14409167
SHUTDOWN MESSAGES,104795
TOTAL MESSAGES,33216150

INPUT TIME (not included in total),2705
INITIALIZE TIME,2213
SETUP TIME,13
Initializing algorithm time,1846
LP time,16625
Avg. LP cycle time,475
Sampling time,2910
Avg. Sampling cycle time,415.7143
TOTAL TIME,21381
OUT DEGREE THRESHOLD,0
BETA,0.1
SIGMA,0.015
TAU,0
SAMPLING_ERROR,false
