MODE,JOB_ID,WORKERS,FILE,ALGO,TAU,SIGMA,BETA,NUMPARTITIONS,VERTICES,REAL EDGES, VIRTUAL EDGES,Time,Sampling Time,Total LP,Score,Migrations,R MaxNorm unbalance,V MaxNorm unbalance,Vertex MaxNorm unbalance,#real EC,#real EC (%%),#virtual EC,#virtual EC (%%),Vertex Balance JSD,Real Edge Balance JSD,Virtual Edge Balance JSD
Vertex,job_202101261615_2049,8,RoadCanada.vertex,InitializeSampleGD,10,0.015,0.2,4,1965206,5533214,5533214,21659,3964,15333,3353605.9474730245,3172948,1.004,1.004,1.001,2318833,0.419,2318833,0.419,0.000001,0.000003,0.000003
Vertex,job_202101261615_1883,8,RoadCanada.vertex,InitializeSampleRD,15,0.01,0.2,16,1965206,5533214,5533214,34674,3834,30237,3002366.1943367305,2649717,1.007,1.007,1.007,3405516,0.615,3405516,0.615,0.000002,0.000002,0.000002
Vertex,job_202101261615_2086,8,BerkeleyStan.vertex,InitializeSampleRD,10,0.02,0.1,8,685230,7600595,13298940,13646,3423,9876,1467760.675852452,1054502,1.394,1.450,1.049,780744,0.103,1353691,0.102,0.000365,0.012276,0.016348
Vertex,job_202101261615_2002,8,RoadCanada.vertex,InitializeSampleGD,5,0.02,0.1,8,1965206,5533214,5533214,33557,2637,28654,3313575.541112885,3785605,1.006,1.006,1.003,2619009,0.473,2619009,0.473,0.000001,0.000003,0.000003
Vertex,job_202101261615_2232,8,BerkeleyStan.vertex,InitializeSampleGD,15,0.01,0.1,4,685230,7600595,13298940,17768,9391,6625,1442334.4695216832,975755,1.330,1.378,1.031,774387,0.102,1363256,0.103,0.000108,0.006691,0.009264
Vertex,job_202101261615_1653,8,Youtube.vertex,InitializeSampleRD,10,0.02,0.2,4,1134890,2987624,5975248,14517,3720,10291,1956532.1167393362,1803490,1.211,1.181,1.029,964160,0.323,1921254,0.322,0.000172,0.005021,0.004211
Vertex,job_202101261615_1809,8,Youtube.vertex,InitializeSampleGD,15,0.015,0.2,4,1134890,2987624,5975248,16296,3115,11293,1927175.3836585982,1876743,1.262,1.230,1.040,928746,0.311,1855143,0.310,0.000241,0.006206,0.004672
Vertex,job_202101261615_1854,8,RoadCanada.vertex,InitializeSampleRD,15,0.01,0.15,4,1965206,5533214,5533214,18745,3468,14690,3266306.7265748675,2941151,1.003,1.003,1.000,2501976,0.452,2501976,0.452,0.000000,0.000002,0.000002
Vertex,job_202101261615_1956,8,RoadCanada.vertex,InitializeSampleHD,5,0.01,0.2,4,1965206,5533214,5533214,20977,2858,15862,3347101.120993592,3286232,1.006,1.006,1.003,2321410,0.420,2321410,0.420,0.000001,0.000004,0.000004
Vertex,job_202101261615_2193,8,BerkeleyStan.vertex,InitializeSampleHD,10,0.02,0.15,4,685230,7600595,13298940,12400,3393,7060,1459302.5588308875,958859,1.397,1.472,1.048,751301,0.099,1322043,0.099,0.000187,0.008595,0.011864
