MODE,JOB_ID,WORKERS,FILE,ALGO,TAU,SIGMA,BETA,NUMPARTITIONS,VERTICES,REAL EDGES, VIRTUAL EDGES,Time,Sampling Time,Total LP,Score,Migrations,R MaxNorm unbalance,V MaxNorm unbalance,Vertex MaxNorm unbalance,#real EC,#real EC (%%),#virtual EC,#virtual EC (%%),Vertex Balance JSD,Real Edge Balance JSD,Virtual Edge Balance JSD
Edge,job_202101261615_0345,8,Youtube.vertex,InitializeSampleHD,15,0.015,0.1,16,1134890,2987624,5975248,27062,2685,22510,812084.2860376571,2409657,1.052,1.096,1.463,1497589,0.501,2979199,0.499,0.030154,0.000169,0.000763
Edge,job_202101261615_0416,8,Youtube.vertex,InitializeSampleGD,15,0.01,0.1,8,1134890,2987624,5975248,11761,2648,7237,673475.1095935422,1823353,1.026,1.085,1.292,1771698,0.593,3521970,0.589,0.014595,0.000047,0.000725
Edge,job_202101261615_0541,8,RoadCanada.vertex,InitializeSampleRD,15,0.02,0.15,4,1965206,5533214,5533214,24023,3247,20174,1167628.7659692604,3903216,1.005,1.005,1.008,2304591,0.417,2304591,0.417,0.000008,0.000002,0.000002
Edge,job_202101261615_0361,8,Youtube.vertex,InitializeSampleHD,15,0.01,0.15,4,1134890,2987624,5975248,18917,2726,14187,849593.4861866485,1891552,1.028,1.023,1.397,862877,0.289,1722991,0.288,0.013569,0.000121,0.000082
Edge,job_202101261615_0563,8,RoadCanada.vertex,InitializeSampleRD,5,0.02,0.2,8,1965206,5533214,5533214,41002,4055,36467,1111643.7271904731,4930638,1.010,1.010,1.013,2456027,0.444,2456027,0.444,0.000009,0.000008,0.000008
Edge,job_202101261615_0556,8,RoadCanada.vertex,InitializeSampleRD,10,0.015,0.2,4,1965206,5533214,5533214,23361,3447,19377,1173235.4538437538,3753808,1.004,1.004,1.004,2304193,0.416,2304193,0.416,0.000004,0.000001,0.000001
Edge,job_202101261615_0668,8,RoadCanada.vertex,InitializeSampleGD,15,0.015,0.1,8,1965206,5533214,5533214,42089,2679,36998,1117680.8898259553,4961394,1.012,1.012,1.013,2430728,0.439,2430728,0.439,0.000008,0.000011,0.000011
Edge,job_202101261615_0364,8,Youtube.vertex,InitializeSampleHD,5,0.015,0.15,4,1134890,2987624,5975248,17457,2535,12912,828977.143734313,1939012,1.036,1.023,1.198,924129,0.309,1844103,0.309,0.004221,0.000130,0.000051
Edge,job_202101261615_0282,8,Youtube.vertex,InitializeSampleRD,15,0.01,0.15,16,1134890,2987624,5975248,22454,3825,18185,829839.5979400339,2517814,1.040,1.084,1.469,1538344,0.515,3056699,0.512,0.023932,0.000054,0.000702
Edge,job_202101261615_0526,8,RoadCanada.vertex,InitializeSampleRD,5,0.015,0.15,4,1965206,5533214,5533214,24372,3304,20540,1168663.7472046562,3893604,1.006,1.006,1.001,2314453,0.418,2314453,0.418,0.000000,0.000003,0.000003
Edge,job_202101261615_0272,8,Youtube.vertex,InitializeSampleRD,15,0.02,0.1,8,1134890,2987624,5975248,24564,3524,20548,813071.8557936721,2359179,1.044,1.046,1.475,1176697,0.394,2346809,0.393,0.017454,0.000182,0.000138
Edge,job_202101261615_0609,8,RoadCanada.vertex,InitializeSampleHD,5,0.015,0.15,16,1965206,5533214,5533214,79143,2870,73945,1097441.978777119,6015628,1.018,1.018,1.021,2501451,0.452,2501451,0.452,0.000042,0.000023,0.000023
Edge,job_202101261615_0573,8,RoadCanada.vertex,InitializeSampleHD,5,0.01,0.1,16,1965206,5533214,5533214,78321,2709,73325,1094903.2287623899,5963397,1.017,1.017,1.016,2507944,0.453,2507944,0.453,0.000020,0.000025,0.000025
Edge,job_202101261615_0277,8,Youtube.vertex,InitializeSampleRD,10,0.01,0.15,4,1134890,2987624,5975248,21235,3359,17462,875416.0571640955,2146528,1.008,1.015,1.195,796392,0.267,1592171,0.266,0.006897,0.000021,0.000020
Edge,job_202101261615_0278,8,Youtube.vertex,InitializeSampleRD,10,0.01,0.15,8,1134890,2987624,5975248,23406,5677,17222,804578.7361371171,2241382,1.045,1.059,1.339,1198676,0.401,2382746,0.399,0.018785,0.000149,0.000384
Edge,job_202101261615_0570,8,RoadCanada.vertex,InitializeSampleRD,15,0.02,0.2,16,1965206,5533214,5533214,74505,3557,70393,1087706.968967057,5728939,1.019,1.019,1.018,2528332,0.457,2528332,0.457,0.000016,0.000023,0.000023
Edge,job_202101261615_0406,8,Youtube.vertex,InitializeSampleHD,15,0.02,0.2,4,1134890,2987624,5975248,21222,2633,16659,843318.7721138562,1968789,1.048,1.025,1.251,840376,0.281,1681266,0.281,0.006591,0.000230,0.000130
Edge,job_202101261615_0642,8,RoadCanada.vertex,InitializeSampleHD,15,0.015,0.2,16,1965206,5533214,5533214,76605,3581,70386,1084049.0818255711,5749483,1.016,1.016,1.016,2539462,0.459,2539462,0.459,0.000030,0.000016,0.000016
Edge,job_202101261615_0366,8,Youtube.vertex,InitializeSampleHD,5,0.015,0.15,16,1134890,2987624,5975248,42455,3084,37454,810409.4283231848,2396038,1.050,1.064,1.516,1396510,0.467,2788623,0.467,0.030556,0.000242,0.000370
Edge,job_202101261615_0370,8,Youtube.vertex,InitializeSampleHD,15,0.015,0.15,4,1134890,2987624,5975248,19687,2562,15237,847755.9469414067,2009794,1.032,1.045,1.165,797633,0.267,1584483,0.265,0.005034,0.000115,0.000159
Edge,job_202101261615_0596,8,RoadCanada.vertex,InitializeSampleHD,15,0.02,0.1,8,1965206,5533214,5533214,44934,2415,40376,1118076.0602848888,5312983,1.014,1.014,1.005,2425722,0.438,2425722,0.438,0.000003,0.000011,0.000011
Edge,job_202101261615_0383,8,Youtube.vertex,InitializeSampleHD,5,0.01,0.2,8,1134890,2987624,5975248,24766,3219,19537,838758.4745294496,2250957,1.047,1.042,1.326,1249514,0.418,2495608,0.418,0.026962,0.000128,0.000338
Edge,job_202101261615_0544,8,RoadCanada.vertex,InitializeSampleRD,5,0.01,0.2,4,1965206,5533214,5533214,23467,4195,18797,1172276.6783186756,3739955,1.007,1.007,1.011,2294398,0.415,2294398,0.415,0.000009,0.000005,0.000005
Edge,job_202101261615_0669,8,RoadCanada.vertex,InitializeSampleGD,15,0.015,0.1,16,1965206,5533214,5533214,83860,2723,78791,1104974.195856758,6208012,1.017,1.017,1.018,2478146,0.448,2478146,0.448,0.000016,0.000021,0.000021
Edge,job_202101261615_0535,8,RoadCanada.vertex,InitializeSampleRD,5,0.02,0.15,4,1965206,5533214,5533214,22941,3187,19197,1168808.973207587,3763994,1.006,1.006,1.011,2311287,0.418,2311287,0.418,0.000008,0.000003,0.000003
Edge,job_202101261615_0414,8,Youtube.vertex,InitializeSampleGD,10,0.01,0.1,16,1134890,2987624,5975248,22874,2577,18358,731645.1013834705,2135783,1.020,1.080,1.430,1642862,0.550,3257728,0.545,0.025559,0.000065,0.000751
Edge,job_202101261615_0583,8,RoadCanada.vertex,InitializeSampleHD,10,0.015,0.1,4,1965206,5533214,5533214,23358,2265,18843,1152972.3370946269,3845978,1.006,1.006,1.010,2336183,0.422,2336183,0.422,0.000006,0.000003,0.000003
Edge,job_202101261615_0319,8,Youtube.vertex,InitializeSampleRD,5,0.02,0.2,4,1134890,2987624,5975248,18526,3997,14092,853918.2296838239,1867190,1.010,1.023,1.221,951255,0.318,1899449,0.318,0.007500,0.000008,0.000046
Edge,job_202101261615_0661,8,RoadCanada.vertex,InitializeSampleGD,5,0.015,0.1,4,1965206,5533214,5533214,25739,2923,20685,1174404.6112226024,3967367,1.004,1.004,1.005,2303066,0.416,2303066,0.416,0.000003,0.000002,0.000002
Edge,job_202101261615_0627,8,RoadCanada.vertex,InitializeSampleHD,5,0.01,0.2,16,1965206,5533214,5533214,70868,3513,65147,1077270.6146823808,5399788,1.020,1.020,1.021,2558845,0.462,2558845,0.462,0.000041,0.000025,0.000025
Edge,job_202101261615_0443,8,Youtube.vertex,InitializeSampleGD,15,0.01,0.15,8,1134890,2987624,5975248,29705,2766,24939,751443.9387290508,2302070,1.049,1.044,1.391,1162198,0.389,2321372,0.388,0.014964,0.000421,0.000147
Edge,job_202101261615_0666,8,RoadCanada.vertex,InitializeSampleGD,10,0.015,0.1,16,1965206,5533214,5533214,77123,3503,70955,1100008.3229203667,5722217,1.018,1.018,1.015,2489649,0.450,2489649,0.450,0.000012,0.000018,0.000018
Edge,job_202101261615_0750,8,BerkeleyStan.vertex,InitializeSampleRD,15,0.015,0.1,16,685230,7600595,13298940,16274,3553,12324,548464.3009396828,1192599,1.108,1.348,1.437,1602437,0.211,2878654,0.216,0.015885,0.000527,0.004121
Edge,job_202101261615_0336,8,Youtube.vertex,InitializeSampleHD,15,0.01,0.1,16,1134890,2987624,5975248,33968,2382,29667,800604.8000863689,2471260,1.070,1.067,1.423,1467033,0.491,2925919,0.490,0.034424,0.000227,0.000423
Edge,job_202101261615_0369,8,Youtube.vertex,InitializeSampleHD,10,0.015,0.15,16,1134890,2987624,5975248,28951,2517,24383,803037.3441428752,2362546,1.058,1.087,1.485,1523936,0.510,3039316,0.509,0.026814,0.000231,0.000720
Edge,job_202101261615_0639,8,RoadCanada.vertex,InitializeSampleHD,10,0.015,0.2,16,1965206,5533214,5533214,73154,3899,67013,1085720.649332955,5658180,1.016,1.016,1.024,2538629,0.459,2538629,0.459,0.000039,0.000016,0.000016
Edge,job_202101261615_0623,8,RoadCanada.vertex,InitializeSampleHD,15,0.02,0.15,8,1965206,5533214,5533214,38198,2995,33032,1106909.7494595486,4622270,1.015,1.015,1.020,2463327,0.445,2463327,0.445,0.000034,0.000010,0.000010
Edge,job_202101261615_0578,8,RoadCanada.vertex,InitializeSampleHD,15,0.01,0.1,8,1965206,5533214,5533214,43480,2505,38845,1117584.5480627746,5154235,1.013,1.013,1.008,2430387,0.439,2430387,0.439,0.000007,0.000010,0.000010
Edge,job_202101261615_0511,8,RoadCanada.vertex,InitializeSampleRD,10,0.02,0.1,4,1965206,5533214,5533214,22100,3270,18344,1161042.9832393443,3727977,1.008,1.008,1.006,2327130,0.421,2327130,0.421,0.000004,0.000005,0.000005
Edge,job_202101261615_0703,8,RoadCanada.vertex,InitializeSampleGD,15,0.02,0.15,4,1965206,5533214,5533214,24410,3525,18674,1162869.5598890292,3717365,1.007,1.007,1.005,2325906,0.420,2325906,0.420,0.000002,0.000003,0.000003
Edge,job_202101261615_0538,8,RoadCanada.vertex,InitializeSampleRD,10,0.02,0.15,4,1965206,5533214,5533214,23098,3230,19341,1172608.395509382,3837798,1.006,1.006,1.005,2290651,0.414,2290651,0.414,0.000002,0.000004,0.000004
Edge,job_202101261615_0603,8,RoadCanada.vertex,InitializeSampleHD,10,0.01,0.15,16,1965206,5533214,5533214,76378,3142,70856,1091513.8971265918,5848309,1.019,1.019,1.026,2518855,0.455,2518855,0.455,0.000031,0.000024,0.000024
Edge,job_202101261615_0448,8,Youtube.vertex,InitializeSampleGD,10,0.015,0.15,4,1134890,2987624,5975248,21173,2653,16528,827833.668155961,2032628,1.048,1.055,1.164,852432,0.285,1703385,0.285,0.002287,0.000144,0.000229
Edge,job_202101261615_0296,8,Youtube.vertex,InitializeSampleRD,10,0.02,0.15,8,1134890,2987624,5975248,26211,3278,22418,814194.5233021369,2206135,1.044,1.050,1.391,1131486,0.379,2257681,0.378,0.013144,0.000101,0.000354
Edge,job_202101261615_0430,8,Youtube.vertex,InitializeSampleGD,10,0.02,0.1,4,1134890,2987624,5975248,19084,2625,14595,838016.8978290242,2079123,1.021,1.017,1.173,830928,0.278,1654632,0.277,0.004417,0.000033,0.000027
Edge,job_202101261615_0498,8,RoadCanada.vertex,InitializeSampleRD,15,0.01,0.1,16,1965206,5533214,5533214,79635,3586,75573,1100695.3151906678,6111304,1.018,1.018,1.016,2489948,0.450,2489948,0.450,0.000015,0.000020,0.000020
Edge,job_202101261615_0453,8,Youtube.vertex,InitializeSampleGD,15,0.015,0.15,16,1134890,2987624,5975248,38956,3009,33978,788049.9427857981,2449322,1.052,1.057,1.499,1436774,0.481,2869036,0.480,0.031978,0.000175,0.000462
Edge,job_202101261615_0261,8,Youtube.vertex,InitializeSampleRD,10,0.015,0.1,16,1134890,2987624,5975248,19386,4016,14882,711384.0781163233,2014336,1.033,1.096,1.440,1796918,0.601,3577724,0.599,0.026233,0.000072,0.000888
Edge,job_202101261615_0378,8,Youtube.vertex,InitializeSampleHD,10,0.02,0.15,16,1134890,2987624,5975248,26557,2522,22081,813534.5922365643,2566244,1.064,1.086,1.539,1516910,0.508,3021175,0.506,0.030790,0.000211,0.000684
Edge,job_202101261615_0297,8,Youtube.vertex,InitializeSampleRD,10,0.02,0.15,16,1134890,2987624,5975248,34658,3845,30270,830126.0033804589,2483846,1.044,1.063,1.502,1390909,0.466,2776129,0.465,0.034535,0.000141,0.000399
Edge,job_202101261615_0382,8,Youtube.vertex,InitializeSampleHD,5,0.01,0.2,4,1134890,2987624,5975248,19910,3212,14791,823071.9839670245,1910797,1.048,1.019,1.288,923730,0.309,1846613,0.309,0.009884,0.000151,0.000106
Edge,job_202101261615_0751,8,BerkeleyStan.vertex,InitializeSampleRD,5,0.02,0.1,4,685230,7600595,13298940,10954,2885,7666,568758.9409064135,1040335,1.050,1.172,1.270,1145610,0.151,2036290,0.153,0.010145,0.000176,0.001766
Edge,job_202101261615_0472,8,Youtube.vertex,InitializeSampleGD,5,0.015,0.2,4,1134890,2987624,5975248,18310,2676,13662,835632.7698319722,1954114,1.019,1.024,1.199,793960,0.266,1583976,0.265,0.003223,0.000065,0.000070
Edge,job_202101261615_0696,8,RoadCanada.vertex,InitializeSampleGD,15,0.015,0.15,16,1965206,5533214,5533214,76077,3032,70447,1094044.0522390315,5708884,1.016,1.016,1.006,2508584,0.453,2508584,0.453,0.000006,0.000016,0.000016
Edge,job_202101261615_0286,8,Youtube.vertex,InitializeSampleRD,10,0.015,0.15,4,1134890,2987624,5975248,18621,3325,14875,838673.8319315993,1826100,1.036,1.019,1.123,914055,0.306,1826416,0.306,0.001442,0.000097,0.000038
Edge,job_202101261615_0692,8,RoadCanada.vertex,InitializeSampleGD,10,0.015,0.15,8,1965206,5533214,5533214,39299,3375,33835,1115706.6067615757,4647459,1.013,1.013,1.012,2445460,0.442,2445460,0.442,0.000006,0.000010,0.000010
Edge,job_202101261615_0744,8,BerkeleyStan.vertex,InitializeSampleRD,5,0.015,0.1,16,685230,7600595,13298940,17671,3690,13642,530785.4894068567,1180395,1.050,1.375,1.477,1706132,0.224,3102556,0.233,0.009901,0.000320,0.004711
Edge,job_202101261615_0680,8,RoadCanada.vertex,InitializeSampleGD,5,0.01,0.15,8,1965206,5533214,5533214,42338,4198,35841,1113461.1148896357,4875101,1.012,1.012,1.015,2443469,0.442,2443469,0.442,0.000010,0.000008,0.000008
Edge,job_202101261615_0410,8,Youtube.vertex,InitializeSampleGD,5,0.01,0.1,8,1134890,2987624,5975248,26649,2805,22020,769883.5393370249,2182626,1.043,1.034,1.382,1090766,0.365,2177517,0.364,0.012579,0.000167,0.000104
Edge,job_202101261615_0473,8,Youtube.vertex,InitializeSampleGD,5,0.015,0.2,8,1134890,2987624,5975248,25684,3226,20469,823401.842021824,2383758,1.060,1.040,1.426,1169652,0.391,2335126,0.391,0.023204,0.000152,0.000342
Edge,job_202101261615_0651,8,RoadCanada.vertex,InitializeSampleHD,15,0.02,0.2,16,1965206,5533214,5533214,70653,2582,65725,1087907.7326356529,5572329,1.017,1.017,1.030,2530779,0.457,2530779,0.457,0.000035,0.000021,0.000021
Edge,job_202101261615_0579,8,RoadCanada.vertex,InitializeSampleHD,15,0.01,0.1,16,1965206,5533214,5533214,80296,2269,75670,1100157.5885402593,6123903,1.018,1.018,1.014,2491793,0.450,2491793,0.450,0.000009,0.000020,0.000020
Edge,job_202101261615_0302,8,Youtube.vertex,InitializeSampleRD,5,0.01,0.2,8,1134890,2987624,5975248,22573,3822,18223,786566.6112520373,2182439,1.051,1.040,1.394,1288736,0.431,2569425,0.430,0.018331,0.000175,0.000148
Edge,job_202101261615_0643,8,RoadCanada.vertex,InitializeSampleHD,5,0.02,0.2,4,1965206,5533214,5533214,23922,2757,18766,1171045.6791257933,3715202,1.006,1.006,1.005,2299812,0.416,2299812,0.416,0.000002,0.000003,0.000003
Edge,job_202101261615_0449,8,Youtube.vertex,InitializeSampleGD,10,0.015,0.15,8,1134890,2987624,5975248,25954,2875,21144,780031.5827838889,2280050,1.045,1.025,1.370,1194506,0.400,2384209,0.399,0.018916,0.000226,0.000124
Edge,job_202101261615_0724,8,RoadCanada.vertex,InitializeSampleGD,5,0.02,0.2,4,1965206,5533214,5533214,24876,3699,18866,1175770.710461329,3663803,1.008,1.008,1.015,2294464,0.415,2294464,0.415,0.000013,0.000005,0.000005
Edge,job_202101261615_0381,8,Youtube.vertex,InitializeSampleHD,15,0.02,0.15,16,1134890,2987624,5975248,21677,2389,17387,775993.380826906,2260931,1.044,1.073,1.478,1678022,0.562,3334634,0.558,0.023678,0.000064,0.000488
Edge,job_202101261615_0685,8,RoadCanada.vertex,InitializeSampleGD,15,0.01,0.15,4,1965206,5533214,5533214,25173,3425,19398,1168007.9366369448,3821187,1.004,1.004,1.007,2307704,0.417,2307704,0.417,0.000004,0.000002,0.000002
Edge,job_202101261615_0501,8,RoadCanada.vertex,InitializeSampleRD,5,0.015,0.1,16,1965206,5533214,5533214,79420,3046,75788,1104286.495444288,6072539,1.017,1.017,1.017,2479196,0.448,2479196,0.448,0.000013,0.000019,0.000019
Edge,job_202101261615_0740,8,BerkeleyStan.vertex,InitializeSampleRD,15,0.01,0.1,8,685230,7600595,13298940,14417,4640,9091,554642.2341305355,1040408,1.050,1.193,1.297,1126899,0.148,1971832,0.148,0.011910,0.000296,0.001704
Edge,job_202101261615_0672,8,RoadCanada.vertex,InitializeSampleGD,5,0.02,0.1,16,1965206,5533214,5533214,80074,2739,75084,1106618.7671733687,5989364,1.018,1.018,1.017,2475352,0.447,2475352,0.447,0.000017,0.000021,0.000021
Edge,job_202101261615_0717,8,RoadCanada.vertex,InitializeSampleGD,5,0.015,0.2,16,1965206,5533214,5533214,75553,3920,69165,1091315.819347885,5694066,1.019,1.019,1.017,2517176,0.455,2517176,0.455,0.000021,0.000022,0.000022
Edge,job_202101261615_0413,8,Youtube.vertex,InitializeSampleGD,10,0.01,0.1,8,1134890,2987624,5975248,20496,3179,15450,757337.7098488109,2112497,1.029,1.053,1.420,1273804,0.426,2520461,0.422,0.017109,0.000150,0.000290
Edge,job_202101261615_0458,8,Youtube.vertex,InitializeSampleGD,10,0.02,0.15,8,1134890,2987624,5975248,23029,3016,18145,769560.1706849247,2133645,1.052,1.035,1.381,1288359,0.431,2574749,0.431,0.028726,0.000224,0.000128
Edge,job_202101261615_0276,8,Youtube.vertex,InitializeSampleRD,5,0.01,0.15,16,1134890,2987624,5975248,34078,8686,24998,814760.6886886643,2401480,1.042,1.056,1.455,1474973,0.494,2938346,0.492,0.029875,0.000182,0.000508
Edge,job_202101261615_0698,8,RoadCanada.vertex,InitializeSampleGD,5,0.02,0.15,8,1965206,5533214,5533214,43712,3535,37788,1119609.4632229912,5005054,1.012,1.012,1.011,2430709,0.439,2430709,0.439,0.000009,0.000009,0.000009
Edge,job_202101261615_0346,8,Youtube.vertex,InitializeSampleHD,5,0.02,0.1,4,1134890,2987624,5975248,19352,2518,14954,848723.4291994362,1861224,1.054,1.007,1.084,846756,0.283,1692594,0.283,0.001328,0.000207,0.000007
Edge,job_202101261615_0419,8,Youtube.vertex,InitializeSampleGD,5,0.015,0.1,8,1134890,2987624,5975248,28977,3350,23799,791063.9345719039,2426078,1.038,1.050,1.485,1145636,0.383,2290189,0.383,0.020544,0.000131,0.000219
Edge,job_202101261615_0422,8,Youtube.vertex,InitializeSampleGD,10,0.015,0.1,8,1134890,2987624,5975248,26407,2678,21838,769203.2956573891,2416824,1.048,1.019,1.431,1194374,0.400,2385250,0.399,0.012155,0.000153,0.000026
Edge,job_202101261615_0486,8,Youtube.vertex,InitializeSampleGD,10,0.02,0.2,16,1134890,2987624,5975248,29624,3278,24170,784710.603459667,2303708,1.058,1.085,1.574,1470894,0.492,2934554,0.491,0.035310,0.000151,0.000686
Edge,job_202101261615_0308,8,Youtube.vertex,InitializeSampleRD,15,0.01,0.2,8,1134890,2987624,5975248,14894,3574,10838,710901.5989172099,1794384,1.019,1.084,1.351,1625896,0.544,3234560,0.541,0.015998,0.000156,0.000662
Edge,job_202101261615_0299,8,Youtube.vertex,InitializeSampleRD,15,0.02,0.15,8,1134890,2987624,5975248,14782,3583,10752,740957.9269441332,1926304,1.031,1.061,1.322,1580257,0.529,3140170,0.526,0.019663,0.000132,0.000420
Edge,job_202101261615_0549,8,RoadCanada.vertex,InitializeSampleRD,10,0.01,0.2,16,1965206,5533214,5533214,72854,3940,68281,1082485.0512534522,5549572,1.016,1.016,1.012,2545224,0.460,2545224,0.460,0.000013,0.000019,0.000019
Edge,job_202101261615_0732,8,RoadCanada.vertex,InitializeSampleGD,15,0.02,0.2,16,1965206,5533214,5533214,73108,3910,66903,1081455.3053484303,5544825,1.017,1.017,1.020,2550849,0.461,2550849,0.461,0.000022,0.000019,0.000019
Edge,job_202101261615_0649,8,RoadCanada.vertex,InitializeSampleHD,15,0.02,0.2,4,1965206,5533214,5533214,22976,2363,18201,1170454.8710016252,3650007,1.004,1.004,1.008,2299007,0.415,2299007,0.415,0.000006,0.000002,0.000002
Edge,job_202101261615_0585,8,RoadCanada.vertex,InitializeSampleHD,10,0.015,0.1,16,1965206,5533214,5533214,78982,2821,73795,1097110.5465072046,6061234,1.019,1.019,1.016,2501747,0.452,2501747,0.452,0.000017,0.000022,0.000022
Edge,job_202101261615_0389,8,Youtube.vertex,InitializeSampleHD,15,0.01,0.2,8,1134890,2987624,5975248,31511,3341,26225,814622.3181111576,2259620,1.062,1.076,1.425,1208919,0.405,2412131,0.404,0.022927,0.000620,0.000572
Edge,job_202101261615_0522,8,RoadCanada.vertex,InitializeSampleRD,10,0.01,0.15,16,1965206,5533214,5533214,71419,3769,67124,1082846.2146508673,5569846,1.017,1.017,1.017,2539816,0.459,2539816,0.459,0.000016,0.000021,0.000021
Edge,job_202101261615_0301,8,Youtube.vertex,InitializeSampleRD,5,0.01,0.2,4,1134890,2987624,5975248,20981,3667,16811,842382.2512641432,2077065,1.021,1.027,1.285,839327,0.281,1676933,0.281,0.004566,0.000048,0.000144
Edge,job_202101261615_0438,8,Youtube.vertex,InitializeSampleGD,5,0.01,0.15,16,1134890,2987624,5975248,28095,2757,23275,831153.6325591445,2643502,1.052,1.082,1.532,1450001,0.485,2892086,0.484,0.034659,0.000153,0.000580
Edge,job_202101261615_0268,8,Youtube.vertex,InitializeSampleRD,10,0.02,0.1,4,1134890,2987624,5975248,20395,4133,15927,838991.514566022,1982516,1.046,1.022,1.168,807839,0.270,1614585,0.270,0.003253,0.000132,0.000099
Edge,job_202101261615_0452,8,Youtube.vertex,InitializeSampleGD,15,0.015,0.15,8,1134890,2987624,5975248,26060,3081,20969,755546.580153585,2159984,1.051,1.049,1.254,1251615,0.419,2495003,0.418,0.017474,0.000214,0.000241
Edge,job_202101261615_0324,8,Youtube.vertex,InitializeSampleRD,10,0.02,0.2,16,1134890,2987624,5975248,27781,3773,23577,746315.9636499528,2106331,1.030,1.068,1.501,1547812,0.518,3076720,0.515,0.021853,0.000104,0.000441
Edge,job_202101261615_0734,8,BerkeleyStan.vertex,InitializeSampleRD,5,0.01,0.1,8,685230,7600595,13298940,10839,3223,7242,605448.4291285903,1153601,1.064,1.114,1.308,945242,0.124,1737871,0.131,0.017897,0.000414,0.000514
Edge,job_202101261615_0507,8,RoadCanada.vertex,InitializeSampleRD,15,0.015,0.1,16,1965206,5533214,5533214,77429,3615,73286,1099379.7644132285,6005897,1.016,1.016,1.013,2493576,0.451,2493576,0.451,0.000010,0.000021,0.000021
Edge,job_202101261615_0269,8,Youtube.vertex,InitializeSampleRD,10,0.02,0.1,8,1134890,2987624,5975248,26553,4276,21842,818720.3281596478,2219428,1.049,1.048,1.394,1189921,0.398,2377838,0.398,0.024217,0.000175,0.000289
Edge,job_202101261615_0359,8,Youtube.vertex,InitializeSampleHD,10,0.01,0.15,8,1134890,2987624,5975248,27045,3517,21661,803596.2347460611,2178365,1.039,1.060,1.436,1199156,0.401,2396633,0.401,0.022968,0.000188,0.000311
Edge,job_202101261615_0305,8,Youtube.vertex,InitializeSampleRD,10,0.01,0.2,8,1134890,2987624,5975248,24995,3485,21052,829485.6434801854,2220474,1.045,1.042,1.444,1217393,0.407,2429861,0.407,0.027223,0.000198,0.000194
Edge,job_202101261615_0420,8,Youtube.vertex,InitializeSampleGD,5,0.015,0.1,16,1134890,2987624,5975248,28810,3261,23640,758906.1402439275,2327532,1.100,1.097,1.599,1468469,0.492,2928208,0.490,0.024518,0.000752,0.001302
Edge,job_202101261615_0317,8,Youtube.vertex,InitializeSampleRD,15,0.015,0.2,8,1134890,2987624,5975248,26526,3844,22280,795067.2279759946,2288228,1.043,1.076,1.558,1173198,0.393,2342806,0.392,0.024001,0.000218,0.000208
Edge,job_202101261615_0617,8,RoadCanada.vertex,InitializeSampleHD,5,0.02,0.15,8,1965206,5533214,5533214,39702,2697,34820,1106941.7285397481,4773223,1.012,1.012,1.013,2461236,0.445,2461236,0.445,0.000011,0.000007,0.000007
Edge,job_202101261615_0749,8,BerkeleyStan.vertex,InitializeSampleRD,15,0.015,0.1,8,685230,7600595,13298940,16368,3614,12330,528665.6826798222,1087082,1.050,1.180,1.265,1526401,0.201,2709976,0.204,0.011627,0.000399,0.001993
Edge,job_202101261615_0372,8,Youtube.vertex,InitializeSampleHD,15,0.015,0.15,16,1134890,2987624,5975248,27467,2764,22853,766037.9863481534,2188290,1.059,1.072,1.475,1522302,0.510,3031008,0.507,0.027765,0.000247,0.000423
Edge,job_202101261615_0470,8,Youtube.vertex,InitializeSampleGD,15,0.01,0.2,8,1134890,2987624,5975248,24109,2890,19265,781397.6999323046,2204602,1.051,1.030,1.437,1117293,0.374,2229553,0.373,0.011206,0.000180,0.000095
Edge,job_202101261615_0454,8,Youtube.vertex,InitializeSampleGD,5,0.02,0.15,4,1134890,2987624,5975248,21172,4460,14503,823788.1747751335,1915028,1.035,1.038,1.321,870709,0.291,1739822,0.291,0.005673,0.000083,0.000120
Edge,job_202101261615_0613,8,RoadCanada.vertex,InitializeSampleHD,15,0.015,0.15,4,1965206,5533214,5533214,26058,5352,18481,1161538.9846513588,3661825,1.006,1.006,1.005,2334210,0.422,2334210,0.422,0.000003,0.000002,0.000002
Edge,job_202101261615_0447,8,Youtube.vertex,InitializeSampleGD,5,0.015,0.15,16,1134890,2987624,5975248,32523,2757,27776,788606.6492253037,2387078,1.060,1.071,1.477,1458576,0.488,2904902,0.486,0.033423,0.000147,0.000671
Edge,job_202101261615_0481,8,Youtube.vertex,InitializeSampleGD,5,0.02,0.2,4,1134890,2987624,5975248,20586,2852,15803,810679.9867920757,1823606,1.040,1.028,1.147,918701,0.308,1835024,0.307,0.002210,0.000510,0.000122
Edge,job_202101261615_0445,8,Youtube.vertex,InitializeSampleGD,5,0.015,0.15,4,1134890,2987624,5975248,19352,3105,14466,806732.1107881279,1927665,1.050,1.021,1.334,985187,0.330,1968710,0.329,0.014143,0.000147,0.000097
Edge,job_202101261615_0640,8,RoadCanada.vertex,InitializeSampleHD,15,0.015,0.2,4,1965206,5533214,5533214,25232,3031,19843,1168956.5874137587,3695122,1.005,1.005,1.013,2328966,0.421,2328966,0.421,0.000017,0.000002,0.000002
Edge,job_202101261615_0547,8,RoadCanada.vertex,InitializeSampleRD,10,0.01,0.2,4,1965206,5533214,5533214,23498,4406,18538,1174167.5946675988,3754967,1.008,1.008,1.003,2293258,0.414,2293258,0.414,0.000001,0.000007,0.000007
