MODE,JOB_ID,WORKERS,FILE,ALGO,TAU,SIGMA,BETA,NUMPARTITIONS,VERTICES,REAL EDGES, VIRTUAL EDGES,Time,Sampling Time,Total LP,Score,Migrations,R MaxNorm unbalance,V MaxNorm unbalance,Vertex MaxNorm unbalance,#real EC,#real EC (%%),#virtual EC,#virtual EC (%%),Vertex Balance JSD,Real Edge Balance JSD,Virtual Edge Balance JSD
Vertex,job_202102250107_0096,8,RoadItaly.vertex,InitializeSampleCC,10,0.01,0.15,4,6686493,7013978,14027956,113541,13355,96202,1.142728360149445E7,14440364,1.001,1.000,1.000,2983369,0.425,6065525,0.432,0.000000,0.000000,0.000000
Vertex,job_202102250107_0183,8,RoadItaly.vertex,InitializeSampleCC,10,0.01,0.2,16,6686493,7013978,14027956,431760,15370,412347,1.2420751237652918E7,25483924,1.006,1.008,1.008,2684371,0.383,5606632,0.400,0.000003,0.000003,0.000004
Vertex,job_202102241051_0279,8,Youtube.vertex,InitializeSampleCC,5,0.015,0.1,8,1134890,2987624,5975248,89102,10860,12657,1882899.5915737199,1711276,1.859,1.757,1.046,1268554,0.425,2529868,0.423,0.000226,0.045432,0.031364
Vertex,job_202102250107_0205,8,RoadItaly.vertex,InitializeSampleCC,10,0.015,0.2,4,6686493,7013978,14027956,112778,13931,95279,1.1443733769379832E7,14435513,1.002,1.001,1.001,2969635,0.423,6038544,0.430,0.000000,0.000000,0.000000
Vertex,job_202102250107_0053,8,RoadItaly.vertex,InitializeSampleCC,15,0.015,0.1,8,6686493,7013978,14027956,220955,14298,202641,1.190818122007759E7,20355485,1.001,1.001,1.001,2905032,0.414,5960686,0.425,0.000000,0.000000,0.000000
Vertex,job_202102250107_0210,8,RoadItaly.vertex,InitializeSampleCC,10,0.015,0.2,16,6686493,7013978,14027956,416675,14082,398928,1.2421215866193186E7,25437555,1.011,1.011,1.008,2680324,0.382,5603577,0.399,0.000005,0.000004,0.000005
Vertex,job_202102250107_0161,8,RoadItaly.vertex,InitializeSampleCC,15,0.02,0.15,8,6686493,7013978,14027956,219446,11569,204083,1.1939044631024644E7,20581560,1.003,1.002,1.001,2882324,0.411,5914511,0.422,0.000000,0.000000,0.000000
Vertex,job_202102241051_0284,8,Youtube.vertex,InitializeSampleCC,10,0.015,0.1,4,1134890,2987624,5975248,90702,11158,10847,1931789.0469911096,1816261,1.420,1.321,1.043,941921,0.315,1881698,0.315,0.000112,0.012208,0.007343
Vertex,job_202102241051_0110,8,RoadCanada.vertex,InitializeSampleCC,15,0.01,0.15,16,1965206,5533214,5533214,43062,6037,35386,3001823.2455271725,2680106,1.007,1.007,1.005,3401755,0.615,3401755,0.615,0.000002,0.000003,0.000003
Vertex,job_202102250107_0193,8,RoadItaly.vertex,InitializeSampleCC,15,0.01,0.2,16,6686493,7013978,14027956,429611,16294,409374,1.2418889403676236E7,25566543,1.006,1.007,1.008,2684773,0.383,5607124,0.400,0.000004,0.000003,0.000004
Vertex,job_202102241051_0095,8,RoadCanada.vertex,InitializeSampleCC,10,0.01,0.15,4,1965206,5533214,5533214,25122,5608,17733,3262166.2933275746,2976270,1.002,1.002,1.004,2500933,0.452,2500933,0.452,0.000001,0.000000,0.000000
Vertex,job_202102241051_0219,8,RoadCanada.vertex,InitializeSampleCC,15,0.015,0.2,16,1965206,5533214,5533214,40615,5630,33159,2994274.7550509446,2634709,1.006,1.006,1.005,3416601,0.617,3416601,0.617,0.000002,0.000002,0.000002
Vertex,job_202102250107_0014,8,RoadItaly.vertex,InitializeSampleCC,10,0.01,0.1,4,6686493,7013978,14027956,107190,13163,90873,1.1415662075669663E7,14530578,1.002,1.000,1.001,2981410,0.425,6071735,0.433,0.000000,0.000000,0.000000
Vertex,job_202102250107_0131,8,RoadItaly.vertex,InitializeSampleCC,15,0.015,0.15,4,6686493,7013978,14027956,112935,11920,97137,1.1443595449983072E7,14624801,1.001,1.000,1.000,2970714,0.424,6039815,0.431,0.000000,0.000000,0.000000
Vertex,job_202102250107_0032,8,RoadItaly.vertex,InitializeSampleCC,5,0.015,0.1,4,6686493,7013978,14027956,115555,11756,100190,1.1468433887260186E7,14881482,1.002,1.001,1.001,2953533,0.421,5999792,0.428,0.000000,0.000000,0.000000
Vertex,job_202102250107_0195,8,RoadItaly.vertex,InitializeSampleCC,5,0.015,0.2,4,6686493,7013978,14027956,113914,14672,95562,1.1425497052610233E7,14381330,1.004,1.003,1.001,2982453,0.425,6064159,0.432,0.000000,0.000001,0.000000
Vertex,job_202102241051_0261,8,Youtube.vertex,InitializeSampleCC,10,0.01,0.1,8,1134890,2987624,5975248,93732,10031,15590,1915996.5170729982,1851268,2.172,1.967,1.049,1199583,0.402,2396569,0.401,0.000288,0.036398,0.024460
Vertex,job_202102241051_0046,8,RoadCanada.vertex,InitializeSampleCC,10,0.015,0.1,16,1965206,5533214,5533214,40679,4308,34504,2993262.4235033332,2696830,1.006,1.006,1.004,3416421,0.617,3416421,0.617,0.000002,0.000002,0.000002
Vertex,job_202102241051_0217,8,RoadCanada.vertex,InitializeSampleCC,15,0.015,0.2,16,1965206,5533214,5533214,40758,6378,32763,2994559.7413604953,2633763,1.006,1.006,1.005,3416821,0.618,3416821,0.618,0.000002,0.000003,0.000003
Vertex,job_202102250107_0187,8,RoadItaly.vertex,InitializeSampleCC,15,0.01,0.2,4,6686493,7013978,14027956,112722,14442,94419,1.1438352673387809E7,14453879,1.003,1.002,1.000,2975258,0.424,6053258,0.432,0.000000,0.000001,0.000000
Vertex,job_202102241051_0202,8,RoadCanada.vertex,InitializeSampleCC,10,0.015,0.2,4,1965206,5533214,5533214,24813,5815,17241,3356613.2853983953,3283433,1.006,1.006,1.003,2293144,0.414,2293144,0.414,0.000001,0.000003,0.000003
Vertex,job_202102250107_0188,8,RoadItaly.vertex,InitializeSampleCC,15,0.01,0.2,8,6686493,7013978,14027956,215948,16396,196104,1.1901107493283447E7,20109579,1.001,1.002,1.000,2909440,0.415,5975242,0.426,0.000000,0.000000,0.000000
Vertex,job_202102250107_0011,8,RoadItaly.vertex,InitializeSampleCC,5,0.01,0.1,16,6686493,7013978,14027956,414955,11446,399485,1.2412369005304242E7,25183463,1.007,1.008,1.007,2691349,0.384,5619155,0.401,0.000005,0.000004,0.000005
Vertex,job_202102241051_0385,8,Youtube.vertex,InitializeSampleCC,5,0.02,0.15,8,1134890,2987624,5975248,93031,10757,15214,1927778.177914972,1801884,1.832,1.714,1.047,1163984,0.390,2322866,0.389,0.000319,0.035558,0.025339
Vertex,job_202102250107_0101,8,RoadItaly.vertex,InitializeSampleCC,10,0.01,0.15,16,6686493,7013978,14027956,423481,15166,404519,1.2416855818758518E7,25276661,1.008,1.009,1.008,2688982,0.383,5611488,0.400,0.000005,0.000005,0.000006
Vertex,job_202102241051_0220,8,RoadCanada.vertex,InitializeSampleCC,5,0.02,0.2,4,1965206,5533214,5533214,25009,6121,17249,3367604.788854069,3315039,1.003,1.003,1.002,2261185,0.409,2261185,0.409,0.000002,0.000001,0.000001
Vertex,job_202102241051_0467,8,Youtube.vertex,InitializeSampleCC,5,0.02,0.2,8,1134890,2987624,5975248,95076,10545,14613,1936811.1257536868,1785087,1.655,1.556,1.047,1217057,0.407,2429714,0.407,0.000388,0.030833,0.021038
Vertex,job_202102250107_0211,8,RoadItaly.vertex,InitializeSampleCC,10,0.015,0.2,16,6686493,7013978,14027956,424963,14308,406916,1.2438069854137475E7,25496772,1.008,1.008,1.008,2671606,0.381,5579010,0.398,0.000006,0.000006,0.000007
Vertex,job_202102250107_0136,8,RoadItaly.vertex,InitializeSampleCC,15,0.015,0.15,8,6686493,7013978,14027956,217327,13350,200435,1.1915581619940946E7,20458082,1.004,1.003,1.001,2895557,0.413,5944685,0.424,0.000000,0.000001,0.000000
Vertex,job_202102250107_0127,8,RoadItaly.vertex,InitializeSampleCC,10,0.015,0.15,8,6686493,7013978,14027956,216869,16778,196589,1.1890853898485959E7,20224650,1.003,1.001,1.001,2912774,0.415,5980687,0.426,0.000000,0.000001,0.000000
Vertex,job_202102250107_0172,8,RoadItaly.vertex,InitializeSampleCC,5,0.01,0.2,8,6686493,7013978,14027956,218927,17500,197865,1.1895580472171439E7,20096438,1.002,1.002,1.001,2914681,0.416,5985253,0.427,0.000000,0.000000,0.000000
Vertex,job_202102250107_0164,8,RoadItaly.vertex,InitializeSampleCC,15,0.02,0.15,16,6686493,7013978,14027956,418846,13083,402328,1.243530229481829E7,25474372,1.007,1.008,1.008,2669567,0.381,5585364,0.398,0.000004,0.000004,0.000005
Vertex,job_202102241051_0061,8,RoadCanada.vertex,InitializeSampleCC,5,0.02,0.1,8,1965206,5533214,5533214,37385,4381,31234,3332608.1787318694,3966061,1.009,1.009,1.007,2557731,0.462,2557731,0.462,0.000005,0.000008,0.000008
Vertex,job_202102241051_0039,8,RoadCanada.vertex,InitializeSampleCC,5,0.015,0.1,16,1965206,5533214,5533214,41069,4841,34527,2994846.8818366826,2705853,1.005,1.005,1.002,3412568,0.617,3412568,0.617,0.000001,0.000001,0.000001
Vertex,job_202102250107_0213,8,RoadItaly.vertex,InitializeSampleCC,15,0.015,0.2,4,6686493,7013978,14027956,116233,13725,98918,1.1424829993846685E7,14436658,1.004,1.002,1.000,2985765,0.426,6064444,0.432,0.000000,0.000001,0.000000
Vertex,job_202102250107_0067,8,RoadItaly.vertex,InitializeSampleCC,5,0.02,0.1,16,6686493,7013978,14027956,419607,12402,403669,1.2433504487037662E7,25317135,1.008,1.009,1.009,2675655,0.381,5592359,0.399,0.000004,0.000004,0.000004
Vertex,job_202102241051_0048,8,RoadCanada.vertex,InitializeSampleCC,10,0.015,0.1,16,1965206,5533214,5533214,40704,4454,34428,2994593.968146174,2698857,1.008,1.008,1.007,3414819,0.617,3414819,0.617,0.000003,0.000004,0.000004
Vertex,job_202102241051_0359,8,Youtube.vertex,InitializeSampleCC,5,0.015,0.15,8,1134890,2987624,5975248,91881,10357,15137,1942486.8808141572,1833216,1.676,1.579,1.045,1184066,0.396,2362791,0.395,0.000309,0.023857,0.016830
Vertex,job_202102250107_0156,8,RoadItaly.vertex,InitializeSampleCC,10,0.02,0.15,16,6686493,7013978,14027956,421450,12225,405534,1.2438769961218204E7,25535995,1.007,1.008,1.008,2670215,0.381,5580421,0.398,0.000006,0.000005,0.000006
