JOB ID,job_202102222248_0174
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,InitializeSampleCC
GRAPH,Youtube.vertex
VERTICES,1134890
REAL EDGES,2987624
VIRTUAL EDGES,5975248
PARITIONS,8
REAL LOADS,383522_360115_364801_363213_385541_381241_389625_359566_
VIRTUAL LOADS,731846_750727_772462_765085_702907_796732_748128_707361_
VIRTUAL COUNTS,78986_177669_199111_189138_97937_151314_116364_124371_
REAL KLU,2.4131234E-4
VIRTUAL KLU,3.88692E-4
VIRTUAL COUNT KLU,0.021056352
REAL AVGD KLU,0.05717479
VIRTUAL AVGD KLU,0.04302473

REAL E MAXNORMLOAD,1.043
REAL E MAXMINLOAD,1.084
REAL EB JSD,0.000181
REAL E KLU,0.000241
REAL V MAXNORMLOAD,1.404
REAL V MAXMINLOAD,2.521
REAL VB JSD,0.016104
REAL V KLU,0.021056
REAL AVGD MAXNORM,1.844
REAL AVGD MAXMIN,2.650
REAL AVGDB JSD,0.020370
REAL AVGD KLU,0.057175
REAL EC PCT,0.374
REAL COMMVOL PCT,0.305
REAL LOCE PCT,0.626
REAL EC,1117489
REAL COMMVOL,343697
REAL LOCE,1870135
REAL COMMVOL NORMF,1126986
REAL SCORE,807354.5450977979
VIRTUAL E MAXNORM LOAD,1.067
VIRTUAL E MAXMIN LOAD,1.133
VIRTUAL ED JSD,0.000292
VIRTUAL E KLU,0.000389
VIRTUAL V MAXNORM LOAD,1.404
VIRTUAL V MAXMIN LOAD,2.521
VIRTUAL VB JSD,0.016104
VIRTUAL V KLU,0.021056
VIRTUAL AVGD MAXNORM,1.760
VIRTUAL AVGD MAXMIN,2.388
VIRTUAL AVGDB JSD,0.015262
VIRTUAL AVGD KLU,0.043025
VIRTUAL EC PCT,0.374
VIRTUAL COMMVOL PCT,0.356
VIRTUAL LOCE PCT,0.626
VIRTUAL EC,2232835
VIRTUAL COMMVOL,1030898
VIRTUAL LOCE,3742413
VIRTUAL COMMVOL NORMF,2898284

SAMPLING START,2
SAMPLING END,26
SAMPLING CYCLES,7
SAMPLING EXTRA,1
LP START,27
LP END,92
LP CYCLES,33
TOT MIGRATIONS,2238985

INITIAL MESSAGES,2987624
SAMPLING MESSAGES,24317694
LP MESSAGES,17925235
SHUTDOWN MESSAGES,91890
TOTAL MESSAGES,45322443

INPUT TIME (not included in total),2569
INITIALIZE TIME,2202
SETUP TIME,17
Initializing algorithm time,63803
LP time,23037
Avg. LP cycle time,698
Sampling time,10025
Avg. Sampling cycle time,1432.1428
TOTAL TIME,96865
OUT DEGREE THRESHOLD,0
BETA,0.15
SIGMA,0.01
TAU,15
SAMPLING_ERROR,false
