JOB ID,job_202102221335_0286
JOB NAME,Giraph: giraph.lri.rrojas.rankdegree.LPGPartitionner$ConverterPropagate
WORKERS,8
ALGORITHM,InitializeSampleCC
GRAPH,RoadCanada.vertex
VERTICES,1965206
REAL EDGES,5533214
VIRTUAL EDGES,5533214
PARITIONS,16
REAL LOADS,346301_342975_342757_342741_350798_351410_345382_351790_348516_348489_343274_342603_342272_342562_342198_349146_
VIRTUAL LOADS,346301_342975_342757_342741_350798_351410_345382_351790_348516_348489_343274_342603_342272_342562_342198_349146_
VIRTUAL COUNTS,122773_122708_120987_122866_124032_123735_121649_124875_124408_124081_122539_122331_122294_122070_121521_122337_
REAL KLU,1.8598643E-5
VIRTUAL KLU,1.8598643E-5
VIRTUAL COUNT KLU,1.378455E-5
REAL AVGD KLU,2.0735682E-5
VIRTUAL AVGD KLU,2.0735682E-5

REAL E MAXNORMLOAD,1.017
REAL E MAXMINLOAD,1.028
REAL EB JSD,0.000019
REAL E KLU,0.000019
REAL V MAXNORMLOAD,1.017
REAL V MAXMINLOAD,1.032
REAL VB JSD,0.000014
REAL V KLU,0.000014
REAL AVGD MAXNORM,1.014
REAL AVGD MAXMIN,1.023
REAL AVGDB JSD,0.000007
REAL AVGD KLU,0.000021
REAL EC PCT,0.460
REAL COMMVOL PCT,0.431
REAL LOCE PCT,0.540
REAL EC,2547890
REAL COMMVOL,2382655
REAL LOCE,2985324
REAL COMMVOL NORMF,5533214
REAL SCORE,1079577.7037291527
VIRTUAL E MAXNORM LOAD,1.017
VIRTUAL E MAXMIN LOAD,1.028
VIRTUAL ED JSD,0.000019
VIRTUAL E KLU,0.000019
VIRTUAL V MAXNORM LOAD,1.017
VIRTUAL V MAXMIN LOAD,1.032
VIRTUAL VB JSD,0.000014
VIRTUAL V KLU,0.000014
VIRTUAL AVGD MAXNORM,1.014
VIRTUAL AVGD MAXMIN,1.023
VIRTUAL AVGDB JSD,0.000007
VIRTUAL AVGD KLU,0.000021
VIRTUAL EC PCT,0.460
VIRTUAL COMMVOL PCT,0.431
VIRTUAL LOCE PCT,0.540
VIRTUAL EC,2547890
VIRTUAL COMMVOL,2382655
VIRTUAL LOCE,2985324
VIRTUAL COMMVOL NORMF,5533214

SAMPLING START,2
SAMPLING END,32
SAMPLING CYCLES,10
SAMPLING EXTRA,0
LP START,33
LP END,128
LP CYCLES,48
TOT MIGRATIONS,5774606

INITIAL MESSAGES,5533214
SAMPLING MESSAGES,19095002
LP MESSAGES,18190975
SHUTDOWN MESSAGES,258024
TOTAL MESSAGES,43077215

INPUT TIME (not included in total),3399
INITIALIZE TIME,2216
SETUP TIME,17
Initializing algorithm time,1480
LP time,73255
Avg. LP cycle time,1526
Sampling time,7018
Avg. Sampling cycle time,701.8
TOTAL TIME,81753
OUT DEGREE THRESHOLD,0
BETA,0.2
SIGMA,0.01
TAU,5
SAMPLING_ERROR,false
